,Universidad,Facultad,Título,Tipo de Título,Duración,Condiciones de Ingreso,Domicilio,Teléfono,Web,Mail,Disciplina,Provincia,Ámbito
593,Universidad de Palermo,Facultad de Diseño y Comunicación,Técnico en Moldería y Confección de Indumentaria,Otros Pregrados,2 Años,Asistencia a Curso de Ingreso o Nivelación,Mario Bravo 1050 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 51994500,www.palermo.edu ,informes@palermo.edu,Arquitectura y Diseño,Ciudad Autonoma de Buenos Aires,Privado
594,Universidad de Palermo,Facultad de Diseño y Comunicación,Técnico Universitario en Diseño de Imagen y Sonido,Título Intermedio,3 Años,Asistencia a Curso de Ingreso o Nivelación,Mario Bravo 1050 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 51994500,www.palermo.edu ,informes@palermo.edu,Arquitectura y Diseño,Ciudad Autonoma de Buenos Aires,Privado
595,Universidad de San Pablo T,Instituto de Desarrollo Tecnológico para la Competitividad Territorial,Licenciado en Diseño Industrial,Grado,5 Años,Ingreso Directo,24 de Septiembre 476 - San Miguel De Tucuman - Tucumán ,(00381) 4530630,www.uspt.edu.ar ,gbravo@uspt.edu.ar,Arquitectura y Diseño,Tucumán,Privado
596,Universidad de San Pablo T,Instituto de Desarrollo Tecnológico para la Competitividad Territorial,Licenciado en Diseño Textil y de Indumentaria,Grado,4 Años,Ingreso Directo,24 de Septiembre 476 - San Miguel De Tucuman - Tucumán ,(00381) 4530630,www.uspt.edu.ar ,gbravo@uspt.edu.ar,Arquitectura y Diseño,Tucumán,Privado
597,Universidad de San Pablo T,Instituto de Desarrollo Tecnológico para la Competitividad Territorial,Técnico en Diseño Industrial,Título Intermedio,3 Años,Ingreso Directo,24 de Septiembre 476 - San Miguel De Tucuman - Tucumán ,(00381) 4530630,www.uspt.edu.ar ,gbravo@uspt.edu.ar,Arquitectura y Diseño,Tucumán,Privado
598,Universidad Empresarial Siglo 21,Grado,Licenciado en Diseño de Indumentaria y Textil,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Calle de los Latinos 8555 - Córdoba - Córdoba ,(00810) 5550202,http://www.21.edu.ar/ ,informes@uesiglo21.edu.ar,Arquitectura y Diseño,Córodoba,Privado
599,Universidad Empresarial Siglo 21,Grado,Licenciado en Diseño Gráfico,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Calle de los Latinos 8555 - Córdoba - Córdoba ,(00810) 5550202,http://www.21.edu.ar/ ,informes@uesiglo21.edu.ar,Arquitectura y Diseño,Córodoba,Privado
600,Universidad Empresarial Siglo 21,Grado,Licenciado en Diseño Industrial,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Calle de los Latinos 8555 - Córdoba - Córdoba ,(00810) 5550202,http://www.21.edu.ar/ ,informes@uesiglo21.edu.ar,Arquitectura y Diseño,Córodoba,Privado
601,Universidad Empresarial Siglo 21,Grado,Licenciado en Diseño y Animación Digital,Grado,4 Años,Consulte con la Institución,Calle de los Latinos 8555 - Córdoba - Córdoba ,(00810) 5550202,http://www.21.edu.ar/ ,informes@uesiglo21.edu.ar,Arquitectura y Diseño,Córodoba,Privado
602,Universidad Empresarial Siglo 21,Grado,Licenciado en Diseño y Animación Digital - MD,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Calle de los Latinos 8555 - Córdoba - Córdoba ,(00810) 5550202,http://www.21.edu.ar/ ,informes@uesiglo21.edu.ar,Arquitectura y Diseño,Córodoba,Privado
603,Universidad Empresarial Siglo 21,Grado,Técnico Universitario en Diseño de Indumentaria y Textil,Título Intermedio,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Calle de los Latinos 8555 - Córdoba - Córdoba ,(00810) 5550202,http://www.21.edu.ar/ ,informes@uesiglo21.edu.ar,Arquitectura y Diseño,Córodoba,Privado
604,Universidad Empresarial Siglo 21,Grado,Técnico Universitario en Diseño Gráfico,Título Intermedio,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Calle de los Latinos 8555 - Córdoba - Córdoba ,(00810) 5550202,http://www.21.edu.ar/ ,informes@uesiglo21.edu.ar,Arquitectura y Diseño,Córodoba,Privado
605,Universidad Empresarial Siglo 21,Grado,Técnico Universitario en Diseño Industrial,Título Intermedio,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Calle de los Latinos 8555 - Córdoba - Córdoba ,(00810) 5550202,http://www.21.edu.ar/ ,informes@uesiglo21.edu.ar,Arquitectura y Diseño,Córodoba,Privado
606,Universidad Gastón Dachary,Departamento de Diseño y Comunicación,Licenciado en Diseño Industrial,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Salta 1968 - Posadas - Misiones ,(0376) 4438677,http://www.ugd.edu.ar ,academica@dachary.edu.ar,Arquitectura y Diseño,Misiones,Privado
607,Universidad Gastón Dachary,Departamento de Diseño y Comunicación,Licenciado en Diseño y Comunicación Visual,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Salta 1968 - Posadas - Misiones ,(0376) 4438677,http://www.ugd.edu.ar ,academica@dachary.edu.ar,Arquitectura y Diseño,Misiones,Privado
608,Universidad Nacional de Avellaneda,"Departamento de Arquitectura, Diseño y Urbanismo",Arquitecto,Grado,6 Años,Consulte con la Institución,España 350 - Avellaneda - Buenos Aires ,(011) 42292430,http://www.undav.edu.ar ,secacad@undav.edu.ar,Arquitectura y Diseño,Buenos Aires,Público
609,Universidad Nacional de Avellaneda,"Departamento de Arquitectura, Diseño y Urbanismo",Licenciado en Diseño Industrial,Grado,4 Años,Consulte con la Institución,España 350 - Avellaneda - Buenos Aires ,(011) 42292430,http://www.undav.edu.ar ,secacad@undav.edu.ar,Arquitectura y Diseño,Buenos Aires,Público
610,Universidad Nacional de Avellaneda,"Departamento de Arquitectura, Diseño y Urbanismo",Licenciado en Diseño Industrial - Ciclo de Complementación Curricular,Ciclo de Complementación Curricular,2 Años,Consulte con la Institución,España 350 - Avellaneda - Buenos Aires ,(011) 42292430,http://www.undav.edu.ar ,secacad@undav.edu.ar,Arquitectura y Diseño,Buenos Aires,Público
611,Universidad Nacional de Avellaneda,"Departamento de Arquitectura, Diseño y Urbanismo",Técnico en Diseño de Marcas y Envases,Otros Pregrados,3 Años,Consulte con la Institución,España 350 - Avellaneda - Buenos Aires ,(011) 42292430,http://www.undav.edu.ar ,secacad@undav.edu.ar,Arquitectura y Diseño,Buenos Aires,Público
612,Universidad Nacional de Catamarca,Facultad de Tecnología y Ciencias Aplicadas,Arquitecto,Grado,6 Años,Consulte con la Institución,Maximo Victoria 55 - San Fernando del Valle de Catamarca - Catamarca ,(003833) 429666,http://www.unca.edu.ar/ ,ffama@tecno.unca.edu.ar,Arquitectura y Diseño,Catamarca,Público
613,Universidad Nacional de Córdoba,Centro Regional de Educación Superior-Municipio de Villa Dolores,Diseñador Industrial,Grado,5 Años,Consulte con la Institución,Municipio Villa Dolore Avda. San Martín 650 - Villa Dolores - Córdoba ,(0351) 4333177,www.unc.edu.ar , ,Arquitectura y Diseño,Córodoba,Público
614,Universidad Nacional de Córdoba,Colegio Nacional de Monserrat,Comunicador Visual,Otros Pregrados,3 Años,Consulte con la Institución,Obispo Trejo - Centro 294 - Córdoba - Córdoba ,(00351) 4332079,www.cnm.unc.edu.ar ,monserrat@cnm.unc.edu.ar,Arquitectura y Diseño,Córodoba,Público
615,Universidad Nacional de Córdoba,"Facultad de Arquitectura, Urbanismo y Diseño",Arquitecto,Grado,6 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avenida Vélez Sarsfield 264 - Córdoba - Córdoba ,(00351) 4332091,www.faudi.unc.edu.ar ,secracad@faudi.unc.edu.ar,Arquitectura y Diseño,Córodoba,Público
616,Universidad Nacional de Córdoba,"Facultad de Arquitectura, Urbanismo y Diseño",Diseñador Industrial,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avenida Vélez Sarsfield 264 - Córdoba - Córdoba ,(00351) 4332091,www.faudi.unc.edu.ar ,secracad@faudi.unc.edu.ar,Arquitectura y Diseño,Córodoba,Público
617,Universidad Nacional de Cuyo,Facultad de Artes y Diseño,Diseñador Escenográfico,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Centro Univ. - Parque Gral. San Martín Sin nro. - Mendoza - Mendoza ,(00261) 4494004,www.fad.uncuyo.edu.ar ,alumnos@fad.uncu.edu.ar,Arquitectura y Diseño,Mendoza,Público
618,Universidad Nacional de Cuyo,Facultad de Artes y Diseño,Diseñador Gráfico,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Centro Univ. - Parque Gral. San Martín Sin nro. - Mendoza - Mendoza ,(00261) 4494004,www.fad.uncuyo.edu.ar ,alumnos@fad.uncu.edu.ar,Arquitectura y Diseño,Mendoza,Público
619,Universidad Nacional de Cuyo,Facultad de Artes y Diseño,Diseñador Industrial,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Centro Univ. - Parque Gral. San Martín Sin nro. - Mendoza - Mendoza ,(00261) 4494004,www.fad.uncuyo.edu.ar ,alumnos@fad.uncu.edu.ar,Arquitectura y Diseño,Mendoza,Público
620,Universidad Nacional de Cuyo,Facultad de Artes y Diseño,Profesor de Grado Universitario en Diseño - Ciclo de Profesorado,Ciclo de Profesorado,3 Semestres,Consulte con la Institución,Centro Univ. - Parque Gral. San Martín Sin nro. - Mendoza - Mendoza ,(00261) 4494004,www.fad.uncuyo.edu.ar ,alumnos@fad.uncu.edu.ar,Arquitectura y Diseño,Mendoza,Público
621,Universidad Nacional de Cuyo,Facultad de Ingeniería,Arquitecto,Grado,5.5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Centro Univ. Parque Gral. San Martín Sin nro. - Mendoza - Mendoza ,(00261) 4380120,www.fi.uncuyo.edu.ar ,root@raiz.uncu.edu.ar,Arquitectura y Diseño,Mendoza,Público
622,Universidad Nacional de General Sarmiento,Instituto del Conurbano,Licenciado en Urbanismo,Grado,10 Semestres,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Juan María Gutierrez 1150 - Los Polvorines - Buenos Aires ,(0011) 44697793,www.ungs.edu.ar ,mquereje@ungs.edu.ar,Arquitectura y Diseño,Buenos Aires,Público
623,Universidad Nacional de Hurlingham,Instituto de Tecnología e Ingeniería,Licenciado en Diseño Industrial,Grado,5 Años,Consulte con la Institución,Vergara 2222 - Hurlingham - Buenos Aires ,(011) 20661958, ,gustavo.medrano@unahur.edu.ar,Arquitectura y Diseño,Buenos Aires,Público
624,Universidad Nacional de Hurlingham,Instituto de Tecnología e Ingeniería,Técnico Universitario en Diseño Industrial,Otros Pregrados,3 Años,Consulte con la Institución,Vergara 2222 - Hurlingham - Buenos Aires ,(011) 20661958, ,gustavo.medrano@unahur.edu.ar,Arquitectura y Diseño,Buenos Aires,Público
625,Universidad Nacional de La Matanza,Departamento de Ingeniería e Investigaciones Tecnológicas,Arquitecto,Grado,5 Años,Consulte con la Institución,F.Varela 1903 - Villa Luzuriaga - Buenos Aires ,(0011) 44808900,http://www.unlam.edu.ar ,ingenieria@unlam.edu.ar,Arquitectura y Diseño,Buenos Aires,Público
626,Universidad Nacional de Lanús,Departamento de Humanidades y Artes,Licenciado en Diseño Industrial,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,29 de Septiembre 3901 - Remedios de Escalada - Buenos Aires ,(0011) 55335600,www.unla.edu.ar ,humanidades@unla.edu.ar,Arquitectura y Diseño,Buenos Aires,Público
627,Universidad Nacional de Lanús,Departamento de Humanidades y Artes,Licenciado en Diseño y Comunicación Visual,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,29 de Septiembre 3901 - Remedios de Escalada - Buenos Aires ,(0011) 55335600,www.unla.edu.ar ,humanidades@unla.edu.ar,Arquitectura y Diseño,Buenos Aires,Público
628,Universidad Nacional de La Plata,Facultad de Arquitectura y Urbanismo,Arquitecto,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,Calle 47 (esq 117) 162 - La Plata - Buenos Aires ,(00221) 4236587,www.fau.unlp.edu.ar ,farulp@arqui.farulp.unlp.edu.ar,Arquitectura y Diseño,Buenos Aires,Público
629,Universidad Nacional de La Plata,Facultad de Bellas Artes,Diseñador en Comunicación Visual,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,7 y 60 - - La Plata - Buenos Aires ,(00221) 4236598,www.fba.unlp.edu.ar ,academica@fba.unlp.edu.ar,Arquitectura y Diseño,Buenos Aires,Público
630,Universidad Nacional de La Plata,Facultad de Bellas Artes,Diseñador Industrial,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,7 y 60 - - La Plata - Buenos Aires ,(00221) 4236598,www.fba.unlp.edu.ar ,academica@fba.unlp.edu.ar,Arquitectura y Diseño,Buenos Aires,Público
631,Universidad Nacional de La Plata,Facultad de Bellas Artes,Licenciado en Diseño Multimedial,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,7 y 60 - - La Plata - Buenos Aires ,(00221) 4236598,www.fba.unlp.edu.ar ,academica@fba.unlp.edu.ar,Arquitectura y Diseño,Buenos Aires,Público
632,Universidad Nacional de La Plata,Facultad de Bellas Artes,Profesor en Diseño en Comunicación Visual,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,7 y 60 - - La Plata - Buenos Aires ,(00221) 4236598,www.fba.unlp.edu.ar ,academica@fba.unlp.edu.ar,Arquitectura y Diseño,Buenos Aires,Público
633,Universidad Nacional de La Plata,Facultad de Bellas Artes,Profesor en Diseño Industrial,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,7 y 60 - - La Plata - Buenos Aires ,(00221) 4236598,www.fba.unlp.edu.ar ,academica@fba.unlp.edu.ar,Arquitectura y Diseño,Buenos Aires,Público
634,Universidad Nacional de La Plata,Facultad de Bellas Artes,Profesor en Diseño Multimedial,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,7 y 60 - - La Plata - Buenos Aires ,(00221) 4236598,www.fba.unlp.edu.ar ,academica@fba.unlp.edu.ar,Arquitectura y Diseño,Buenos Aires,Público
635,Universidad Nacional de La Rioja,Sede La Rioja,Arquitecto,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Luis M. de la Fuente s/n - La Rioja - La Rioja ,(003822) 457000,www.unlar.edu.ar ,academic@unlar.edu.ar,Arquitectura y Diseño,La Rioja,Público
636,Universidad Nacional de las Artes,Departamento de Artes Dramáticas,Licenciado en Diseño de Iluminación de Espectáculos,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,French 3614 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(011) 48042352,http://dramaticas.una.edu.ar ,artesdramaticas@una.edu.ar,Arquitectura y Diseño,Ciudad Autonoma de Buenos Aires,Público
637,Universidad Nacional de las Artes,Departamento de Artes Dramáticas,Técnico en Iluminación de Espectáculos,Título Intermedio,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,French 3614 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(011) 48042352,http://dramaticas.una.edu.ar ,artesdramaticas@una.edu.ar,Arquitectura y Diseño,Ciudad Autonoma de Buenos Aires,Público
638,Universidad Nacional de las Artes,Departamento de Artes Visuales,Licenciado/a en Conservación - Restauración de Bienes Culturales,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Bartolomé Mitre 1869 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(011) 48120946,http://visuales.una.edu.ar ,visuales.alumnos@una.edu.ar,Arquitectura y Diseño,Ciudad Autonoma de Buenos Aires,Público
639,Universidad Nacional de las Artes,Departamento de Artes Visuales,Técnico/a en Conservación - Restauración de Bienes Culturales,Título Intermedio,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Bartolomé Mitre 1869 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(011) 48120946,http://visuales.una.edu.ar ,visuales.alumnos@una.edu.ar,Arquitectura y Diseño,Ciudad Autonoma de Buenos Aires,Público
640,Universidad Nacional del Litoral,Facultad de Arquitectura Diseño y Urbanismo,Arquitecto,Grado,6 Años,Asistencia a Curso de Ingreso o Nivelación,Ciudad Universitaria s/n - Santa Fe - Santa Fé ,(00342) 4575100,www.fadu.unl.edu.ar ,facultad@fadu.unl.edu.ar,Arquitectura y Diseño,Santa Fé,Público
641,Universidad Nacional del Litoral,Facultad de Arquitectura Diseño y Urbanismo,Licenciado en Diseño de la Comunicación Visual,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Ciudad Universitaria s/n - Santa Fe - Santa Fé ,(00342) 4575100,www.fadu.unl.edu.ar ,facultad@fadu.unl.edu.ar,Arquitectura y Diseño,Santa Fé,Público
642,Universidad Nacional del Litoral,Facultad de Arquitectura Diseño y Urbanismo,Licenciado en Diseño Industrial,Grado,4.5 Años,Asistencia a Curso de Ingreso o Nivelación,Ciudad Universitaria s/n - Santa Fe - Santa Fé ,(00342) 4575100,www.fadu.unl.edu.ar ,facultad@fadu.unl.edu.ar,Arquitectura y Diseño,Santa Fé,Público
643,Universidad Nacional del Litoral,Facultad de Arquitectura Diseño y Urbanismo,Técnico en Interiorismo y Decoración - MD,Técnico Instrumental,2 Años,Asistencia a Curso de Ingreso o Nivelación,Ciudad Universitaria s/n - Santa Fe - Santa Fé ,(00342) 4575100,www.fadu.unl.edu.ar ,facultad@fadu.unl.edu.ar,Arquitectura y Diseño,Santa Fé,Público
644,Universidad Nacional del Litoral,Facultad de Ingeniería y Ciencias Hídricas,Técnico en Diseño y Programación de Videojuegos - MD,Otros Pregrados,2.5 Años,Asistencia a Curso de Ingreso o Nivelación,Ciudad Universitaria s/n - Santa Fe - Santa Fé ,(00342) 4575224,www.fich.unl.edu.ar ,fich@fich.unl.edu.ar,Arquitectura y Diseño,Santa Fé,Público
645,Universidad Nacional del Nordeste,Facultad de Arquitectura y Urbanismo,Arquitecto,Grado,6 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Las Heras 727 - Resistencia - Chaco ,(003722) 420088,http://www.arq.unne.edu.ar/ ,webmaster@arq.unne.edu.ar,Arquitectura y Diseño,Chaco,Público
646,Universidad Nacional del Nordeste,Facultad de Arquitectura y Urbanismo,Diseñador Gráfico,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Las Heras 727 - Resistencia - Chaco ,(003722) 420088,http://www.arq.unne.edu.ar/ ,webmaster@arq.unne.edu.ar,Arquitectura y Diseño,Chaco,Público
647,Universidad Nacional del Nordeste,Facultad de Arquitectura y Urbanismo,Licenciado en Diseño Industrial,Grado,5 Años,Consulte con la Institución,Av. Las Heras 727 - Resistencia - Chaco ,(003722) 420088,http://www.arq.unne.edu.ar/ ,webmaster@arq.unne.edu.ar,Arquitectura y Diseño,Chaco,Público
648,Universidad Nacional del Nordeste,Facultad de Arquitectura y Urbanismo,Licenciado en Diseño Textil e Indumentaria,Grado,4 Años,Consulte con la Institución,Av. Las Heras 727 - Resistencia - Chaco ,(003722) 420088,http://www.arq.unne.edu.ar/ ,webmaster@arq.unne.edu.ar,Arquitectura y Diseño,Chaco,Público
649,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Escuela de Tecnología - Sede Pergamino,Técnico en Diseño de Indumentaria y Textil,Título Intermedio,3 Años,Asistencia a Curso de Ingreso o Nivelación,Monteagudo 2772 - Pergamino - Buenos Aires ,(00236) 4444213,www.unnoba.edu.ar ,secretariaprivada@unnoba.edu.ar,Arquitectura y Diseño,Buenos Aires,Público
650,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Escuela de Tecnología - Sede Pergamino,Técnico en Diseño Industrial,Título Intermedio,3 Años,Asistencia a Curso de Ingreso o Nivelación,Monteagudo 2772 - Pergamino - Buenos Aires ,(00236) 4444213,www.unnoba.edu.ar ,secretariaprivada@unnoba.edu.ar,Arquitectura y Diseño,Buenos Aires,Público
651,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Chivilcoy,Técnico Superior Universitario en Construcciones,Otros Pregrados,6 Cuatrimestres,Consulte con la Institución,Av. Calixto Calderón 424 - Chivilcoy - Buenos Aires ,(002346) 432493, , ,Arquitectura y Diseño,Buenos Aires,Público
652,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede General Belgrano,Técnico Superior Universitario en Construcciones,Otros Pregrados,6 Cuatrimestres,Consulte con la Institución,Saavedra 443 - Chas - Buenos Aires ,(002243) 454453, , ,Arquitectura y Diseño,Buenos Aires,Público
653,Universidad Nacional del Sur,Departamento de Geografía y Turismo,Arquitecto,Grado,10 Cuatrimestres,Asistencia y Aprobación a Curso de Ingreso o Nivelación,12 de octubre y San Juan - - Bahia Blanca - Buenos Aires ,(00291) 4595144,www.uns.edu.ar ,geografia@uns.edu.ar,Arquitectura y Diseño,Buenos Aires,Público
654,Universidad Nacional de Mar del Plata,"Facultad de Arquitectura, Urbanismo y Diseño",Arquitecto,Grado,6 Años,Asistencia a Curso de Ingreso o Nivelación,Funes (Complejo Universitario) 3350 - Mar Del Plata - Buenos Aires ,(00223) 4752200,http://faud.mdp.edu.ar/ ,faudacad@gmail.com / faudposgrado@gmail.com,Arquitectura y Diseño,Buenos Aires,Público
655,Universidad Nacional de Mar del Plata,"Facultad de Arquitectura, Urbanismo y Diseño",Diseñador Industrial,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,Funes (Complejo Universitario) 3350 - Mar Del Plata - Buenos Aires ,(00223) 4752200,http://faud.mdp.edu.ar/ ,faudacad@gmail.com / faudposgrado@gmail.com,Arquitectura y Diseño,Buenos Aires,Público
656,Universidad Nacional de Misiones,Facultad de Arte y Diseño,Diseñador Gráfico,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Carhue 832 - Obera - Misiones ,(003755) 401150,http://www.unam.edu.ar/ ,secacad@artes.unam.edu.ar,Arquitectura y Diseño,Misiones,Público
657,Universidad Nacional de Misiones,Facultad de Arte y Diseño,Diseñador Industrial,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,Carhue 832 - Obera - Misiones ,(003755) 401150,http://www.unam.edu.ar/ ,secacad@artes.unam.edu.ar,Arquitectura y Diseño,Misiones,Público
658,Universidad Nacional de Moreno,Departamento de Ciencias Aplicadas y Tecnologías,Arquitecto,Grado,5.5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Bartolomé Mitre 1891 - Moreno - Buenos Aires ,(00237) 4667186,www.unm.edu.ar ,info@unm.edu.ar,Arquitectura y Diseño,Buenos Aires,Público
659,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,Arquitecto Naval,Grado,5 Años,Ingreso Directo,Roque Saenz Peña 352 - Bernal - Buenos Aires ,(0011) 43657100,http://www.unq.edu.ar/ ,informacion@unq.edu.ar,Arquitectura y Diseño,Buenos Aires,Público
660,Universidad Nacional de Rafaela,Secretaría Académica,Licenciado en Diseño Industrial,Grado,5 Años,Consulte con la Institución,Boulevar Roca 989 - Rafaela - Santa Fé ,(003492) 501155,www.unraf.edu.ar ,rubengiorgetti@unraf.edu.ar,Arquitectura y Diseño,Santa Fé,Público
661,Universidad Nacional de Río Negro,Académica Sede Alto Valle - Valle Medio,Arquitecto,Grado,5 Años,Consulte con la Institución,Isidro Lobo 516 - Gral. Roca - Río Negro ,(00298) 4427399,www.unrn.edu.ar ,alumnos.avvm@unrn.edu.ar,Arquitectura y Diseño,Rio Negro,Público
662,Universidad Nacional de Río Negro,Académica Sede Alto Valle - Valle Medio,Diseñador de Interiores y Mobiliario,Grado,4 Años,Consulte con la Institución,Isidro Lobo 516 - Gral. Roca - Río Negro ,(00298) 4427399,www.unrn.edu.ar ,alumnos.avvm@unrn.edu.ar,Arquitectura y Diseño,Rio Negro,Público
663,Universidad Nacional de Río Negro,Académica Sede Alto Valle - Valle Medio,Diseñador Industrial,Grado,4 Años,Consulte con la Institución,Isidro Lobo 516 - Gral. Roca - Río Negro ,(00298) 4427399,www.unrn.edu.ar ,alumnos.avvm@unrn.edu.ar,Arquitectura y Diseño,Rio Negro,Público
664,Universidad Nacional de Río Negro,Académica Sede Alto Valle - Valle Medio,Licenciado en Diseño Visual,Grado,4 Años,Consulte con la Institución,Isidro Lobo 516 - Gral. Roca - Río Negro ,(00298) 4427399,www.unrn.edu.ar ,alumnos.avvm@unrn.edu.ar,Arquitectura y Diseño,Rio Negro,Público
665,Universidad Nacional de Río Negro,Académica Sede Alto Valle - Valle Medio,Técnico Universitario en Representación y Documentación de Obra,Título Intermedio,3 Años,Consulte con la Institución,Isidro Lobo 516 - Gral. Roca - Río Negro ,(00298) 4427399,www.unrn.edu.ar ,alumnos.avvm@unrn.edu.ar,Arquitectura y Diseño,Rio Negro,Público
666,Universidad Nacional de Río Negro,El Bolsón - Sede Andina,Licenciado en Diseño Artístico Audiovisual,Grado,4 Años,Consulte con la Institución,San Martín 2650 - El Bolson - Río Negro ,(00294) 4498939,https://www.unrn.edu.ar/ ,elbolson@unrn.edu.ar,Arquitectura y Diseño,Rio Negro,Público
667,Universidad Nacional de Río Negro,Unidad Académica Sede Andina,Licenciado en Diseño Artístico Audiovisual,Grado,4 Años,Consulte con la Institución,Mitre 630 - San Carlos De Bariloche - Río Negro ,(00294) 4436149,www.unrn.edu.ar ,alumnos.andina@unrn.edu.ar,Arquitectura y Diseño,Rio Negro,Público
668,Universidad Nacional de Rosario,"Facultad de Arquitectura, Planeamiento y Diseño",Arquitecto,Grado,6 Años,Consulte con la Institución,Riobamba 220 bis - Rosario - Santa Fé ,(00341) 4808531,www.fapyd.unr.edu.ar ,academica@fapyd.unr.edu.ar,Arquitectura y Diseño,Santa Fé,Público
669,Universidad Nacional de Rosario,"Facultad de Arquitectura, Planeamiento y Diseño",Bachiller Universitario con mención en Arquitectura,Título Intermedio,3 Años,Consulte con la Institución,Riobamba 220 bis - Rosario - Santa Fé ,(00341) 4808531,www.fapyd.unr.edu.ar ,academica@fapyd.unr.edu.ar,Arquitectura y Diseño,Santa Fé,Público
670,Universidad Nacional de Rosario,"Facultad de Arquitectura, Planeamiento y Diseño",Bachiller Universitario -título intermedio de la carrera de Arquitectura-,Título Intermedio,2 Años,Consulte con la Institución,Riobamba 220 bis - Rosario - Santa Fé ,(00341) 4808531,www.fapyd.unr.edu.ar ,academica@fapyd.unr.edu.ar,Arquitectura y Diseño,Santa Fé,Público
671,Universidad Nacional de Rosario,"Facultad de Arquitectura, Planeamiento y Diseño",Profesor en Arquitectura,Grado,4 Años,Consulte con la Institución,Riobamba 220 bis - Rosario - Santa Fé ,(00341) 4808531,www.fapyd.unr.edu.ar ,academica@fapyd.unr.edu.ar,Arquitectura y Diseño,Santa Fé,Público
672,Universidad Nacional de San Juan,"Facultad de Arquitectura, Urbanismo y Diseño",Arquitecto,Grado,6 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. José I. de la Roza y Meglioli S/N - San Juan - San Juan ,(00264) 4232395,http://www.unsj.edu.ar/ ,dcyere@unsj.edu.ar - dgcc@unsj.edu.ar,Arquitectura y Diseño,San Juan,Público
673,Universidad Nacional de San Juan,"Facultad de Arquitectura, Urbanismo y Diseño",Diseñador Gráfico,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. José I. de la Roza y Meglioli S/N - San Juan - San Juan ,(00264) 4232395,http://www.unsj.edu.ar/ ,dcyere@unsj.edu.ar - dgcc@unsj.edu.ar,Arquitectura y Diseño,San Juan,Público
