Condiciones de Ingreso;Disciplina;Domicilio;Duración;Estrategica;Facultad;Mail;Provincia;Teléfono;Tipo de Título;Título;Universidad;Web;existe_1988;existe_2003;Ámbito
Asistencia a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Mario Bravo 1050 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;4 Años;False;Facultad de Diseño y Comunicación;informes@palermo.edu;Ciudad Autonoma de Buenos Aires;(0011) 51994500;Grado;Licenciado en Publicidad;Universidad de Palermo;www.palermo.edu ;;;Privado
Exámen de Ingreso;Ciencias de la Información y de la Comunicación;Vito Dumas 284 - Victoria - Buenos Aires ;4 Años;True;Departamento de Ciencias Sociales;institucionales@udesa.edu.ar;Buenos Aires;(011) 47257000;Grado;Licenciado en Comunicación;Universidad de San Andrés;www.udesa.edu.ar ;;;Privado
Ingreso Directo;Ciencias de la Información y de la Comunicación;Av. libertador 17175 - Beccar - Buenos Aires ;8 Cuatrimestres;True;Facultad de Ciencias Humanas y Sociales;info@usi.edu.ar;Buenos Aires;(0011) 47323030;Grado;Licenciado en Comunicación Social;"Universidad de San Isidro ""Dr. Plácido Marín""";www.usi.edu.ar ;;;Privado
Consulte con la Institución;Ciencias de la Información y de la Comunicación;24 de Septiembre 476 - San Miguel De Tucuman - Tucumán ;4 Años;False;Instituto de Estudios Sociales, Politica y Cultura;eflores@uspt.edu.ar;Tucumán;(00381) 4530630;Grado;Licenciado en Periodismo;Universidad de San Pablo T;www.uspt.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Calle de los Latinos 8555 - Córdoba - Córdoba ;4 Años;False;Grado;informes@uesiglo21.edu.ar;Córdoba;(00810) 5550202;Grado;Licenciado en Periodismo;Universidad Empresarial Siglo 21;http://www.21.edu.ar/ ;;;Privado
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Calle de los Latinos 8555 - Córdoba - Córdoba ;4 Años;False;Grado;informes@uesiglo21.edu.ar;Córdoba;(00810) 5550202;Grado;Licenciado en Publicidad;Universidad Empresarial Siglo 21;http://www.21.edu.ar/ ;;;Privado
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Calle de los Latinos 8555 - Córdoba - Córdoba ;3 Años;False;Grado;informes@uesiglo21.edu.ar;Córdoba;(00810) 5550202;Título Intermedio;Técnico Universitario en Publicidad;Universidad Empresarial Siglo 21;http://www.21.edu.ar/ ;;;Privado
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Avenida de Acceso Este 2245 - San Jose (Dpto. Guaymallen) - Mendoza ;4 Años;True;Facultad de Periodismo;informes@umaza.edu.ar;Mendoza;(00261) 4056200;Grado;Licenciado en Comunicación Social;Universidad Juan Agustín Maza;http://www.umaza.edu.ar ;;;Privado
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Avenida de Acceso Este 2245 - San Jose (Dpto. Guaymallen) - Mendoza ;4 Años;False;Facultad de Periodismo;informes@umaza.edu.ar;Mendoza;(00261) 4056200;Grado;Licenciado en Publicidad;Universidad Juan Agustín Maza;http://www.umaza.edu.ar ;;;Privado
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Avenida de Acceso Este 2245 - San Jose (Dpto. Guaymallen) - Mendoza ;3 Años;False;Facultad de Periodismo;informes@umaza.edu.ar;Mendoza;(00261) 4056200;Técnico Instrumental;Técnico Universitario en Locución;Universidad Juan Agustín Maza;http://www.umaza.edu.ar ;;;Privado
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Avenida de Acceso Este 2245 - San Jose (Dpto. Guaymallen) - Mendoza ;3 Años;False;Facultad de Periodismo;informes@umaza.edu.ar;Mendoza;(00261) 4056200;Técnico Instrumental;Técnico Universitario en Periodismo;Universidad Juan Agustín Maza;http://www.umaza.edu.ar ;;;Privado
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Avenida de Acceso Este 2245 - San Jose (Dpto. Guaymallen) - Mendoza ;3 Años;False;Facultad de Periodismo;informes@umaza.edu.ar;Mendoza;(00261) 4056200;Técnico Instrumental;Técnico Universitario en Publicidad;Universidad Juan Agustín Maza;http://www.umaza.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Hidalgo 775 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;4 Años;True;Escuela de Comunicación Multimedial;multimedia@maimonides.edu;Ciudad Autonoma de Buenos Aires;(0011) 49051100;Grado;Licenciado en Tecnología Multimedial;Universidad Maimónides;www.maimonides.edu ;;;Privado
Ingreso Directo;Ciencias de la Información y de la Comunicación;Hidalgo 775 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;4 Años;False;Facultad de Humanidades, Ciencias Sociales y Empresariales;informes@maimonides.edu;Ciudad Autonoma de Buenos Aires;(0011) 49051100;Grado;Licenciado en Periodismo - MD;Universidad Maimónides;www.maimonides.edu ;;;Privado
Ingreso Directo;Ciencias de la Información y de la Comunicación;Sarmiento 2037 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;4 Años;True;Facultad de Cultura y Comunicación;info@umet.edu.ar;Ciudad Autonoma de Buenos Aires;(0011) 53546669;Grado;Licenciado en Comunicación Social;Universidad Metropolitana para la Educación y el Trabajo;www.umet.edu.ar ;;;Privado
Ingreso Directo;Ciencias de la Información y de la Comunicación;Sarmiento 2037 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;3 Años;True;Facultad de Cultura y Comunicación;info@umet.edu.ar;Ciudad Autonoma de Buenos Aires;(0011) 53546669;Título Intermedio;Técnico Universitario en Comunicación Social;Universidad Metropolitana para la Educación y el Trabajo;www.umet.edu.ar ;;;Privado
Consulte con la Institución;Ciencias de la Información y de la Comunicación;España 350 - Avellaneda - Buenos Aires ;4 Años;False;Departamento de Ciencias Sociales;secacad@undav.edu.ar;Buenos Aires;(0011) 42292430;Grado;Licenciado en Periodismo;Universidad Nacional de Avellaneda;www.undav.edu.ar ;False;False;Público
Consulte con la Institución;Ciencias de la Información y de la Comunicación;España 350 - Avellaneda - Buenos Aires ;2 Años;False;Departamento de Ciencias Sociales;secacad@undav.edu.ar;Buenos Aires;(0011) 42292430;Ciclo de Complementación Curricular;Licenciado en Periodismo - Ciclo de Complementación Curricular;Universidad Nacional de Avellaneda;www.undav.edu.ar ;False;False;Público
Consulte con la Institución;Ciencias de la Información y de la Comunicación;España 350 - Avellaneda - Buenos Aires ;3 Años;True;Departamento de Humanidades y Artes;secacad@undav.edu.ar;Buenos Aires;(011) 42292430;Ciclo de Complementación Curricular;Licenciado en Museología y Repositorios Culturales y Naturales - Ciclo de Complementación Curricular - MD;Universidad Nacional de Avellaneda;http://www.undav.edu.ar ;False;False;Público
Entrevista de Admisión;Ciencias de la Información y de la Comunicación;Avenida Belgrano 300 - San Fernando del Valle de Catamarca - Catamarca ;5 Años;True;Facultad de Humanidades;leseg@satlink.com;Catamarca;(003833) 422708;Grado;Licenciado en Comunicación Social;Universidad Nacional de Catamarca;http://www.unca.edu.ar/ ;;;Público
Asistencia a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;9 de Julio 22 - Chilecito - La Rioja ;3 Años;True;Escuela de Comunicación;mgordillo@undec.edu.ar;La Rioja;(003825) 427200;Título Intermedio;Comunicador Social;Universidad Nacional de Chilecito;www.undec.edu.ar ;;;Público
Asistencia a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;9 de Julio 22 - Chilecito - La Rioja ;4 Años;True;Escuela de Comunicación;mgordillo@undec.edu.ar;La Rioja;(003825) 427200;Grado;Licenciado en Comunicación Social;Universidad Nacional de Chilecito;www.undec.edu.ar ;;;Público
Asistencia a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;9 de Julio 22 - Chilecito - La Rioja ;4 Años;True;Escuela de Comunicación;mgordillo@undec.edu.ar;La Rioja;(003825) 427200;Grado;Licenciado en Comunicación Social Orientación Periodismo;Universidad Nacional de Chilecito;www.undec.edu.ar ;;;Público
Asistencia a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;9 de Julio 22 - Chilecito - La Rioja ;4 Años;True;Escuela de Comunicación;mgordillo@undec.edu.ar;La Rioja;(003825) 427200;Grado;Licenciado en Comunicación Social Orientación Publicidad y Comunicación Institucional;Universidad Nacional de Chilecito;www.undec.edu.ar ;;;Público
Consulte con la Institución;Ciencias de la Información y de la Comunicación;Av. Valparaíso - Cd. Universitaria S/N - Córdoba - Córdoba ;5 Años;True;Facultad de Ciencias de la Comunicación;academica@fcc.unc.edu.ar;Córdoba;(0351) 4334160;Grado;Licenciado en Comunicación Social;Universidad Nacional de Córdoba;www.fcc.unc.edu.ar ;;;Público
Consulte con la Institución;Ciencias de la Información y de la Comunicación;Av. Valparaíso - Cd. Universitaria S/N - Córdoba - Córdoba ;2 Años;True;Facultad de Ciencias de la Comunicación;academica@fcc.unc.edu.ar;Córdoba;(0351) 4334160;Ciclo de Complementación Curricular;Profesor Universitario en Comunicación Social - Ciclo de Profesorado;Universidad Nacional de Córdoba;www.fcc.unc.edu.ar ;;;Público
Consulte con la Institución;Ciencias de la Información y de la Comunicación;Av. Valparaíso - Cd. Universitaria S/N - Córdoba - Córdoba ;2 Años;True;Facultad de Ciencias de la Comunicación;academica@fcc.unc.edu.ar;Córdoba;(0351) 4334160;Otros Pregrados;Técnico en Comunicación para las Organizaciones Sociales - MD;Universidad Nacional de Córdoba;www.fcc.unc.edu.ar ;;;Público
Consulte con la Institución;Ciencias de la Información y de la Comunicación;Av. Valparaíso - Cd. Universitaria S/N - Córdoba - Córdoba ;2 Años;False;Facultad de Ciencias de la Comunicación;academica@fcc.unc.edu.ar;Córdoba;(0351) 4334160;Otros Pregrados;Técnico en Periodismo Deportivo - MD;Universidad Nacional de Córdoba;www.fcc.unc.edu.ar ;;;Público
Consulte con la Institución;Ciencias de la Información y de la Comunicación;Av. Valparaíso - Cd. Universitaria S/N - Córdoba - Córdoba ;2 Años;True;Facultad de Ciencias de la Comunicación;academica@fcc.unc.edu.ar;Córdoba;(0351) 4334160;Otros Pregrados;Técnico en Producción y Realización en Medios Masivos - MD;Universidad Nacional de Córdoba;www.fcc.unc.edu.ar ;;;Público
Consulte con la Institución;Ciencias de la Información y de la Comunicación;Av. Valparaíso - Cd. Universitaria S/N - Córdoba - Córdoba ;4 Años;True;Facultad de Ciencias de la Comunicación;academica@fcc.unc.edu.ar;Córdoba;(0351) 4334160;Título Intermedio;Técnico Universitario en Comunicación Social;Universidad Nacional de Córdoba;www.fcc.unc.edu.ar ;;;Público
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Pabellón Residencial - C. Universitaria . - Córdoba - Córdoba ;3 Años;False;Facultad de Filosofía y Humanidades;saca@ffyh.unc.edu.ar;Córdoba;(00351) 4333060;Otros Pregrados;Bibliotecólogo;Universidad Nacional de Córdoba;www.ffyh.unc.edu.ar ;;;Público
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Pabellón Residencial - C. Universitaria . - Córdoba - Córdoba ;5 Años;False;Facultad de Filosofía y Humanidades;saca@ffyh.unc.edu.ar;Córdoba;(00351) 4333060;Grado;Licenciado en Archivología;Universidad Nacional de Córdoba;www.ffyh.unc.edu.ar ;;;Público
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Pabellón Residencial - C. Universitaria . - Córdoba - Córdoba ;5 Años;False;Facultad de Filosofía y Humanidades;saca@ffyh.unc.edu.ar;Córdoba;(00351) 4333060;Grado;Licenciado en Bibliotecología y Documentación;Universidad Nacional de Córdoba;www.ffyh.unc.edu.ar ;;;Público
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Pabellón Residencial - C. Universitaria . - Córdoba - Córdoba ;3 Años;False;Facultad de Filosofía y Humanidades;saca@ffyh.unc.edu.ar;Córdoba;(00351) 4333060;Título Intermedio;Técnico Profesional Archivero;Universidad Nacional de Córdoba;www.ffyh.unc.edu.ar ;;;Público
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Centro Univ. - Parque Gral San Martín Sin nro. - Mendoza - Mendoza ;5 Años;True;Facultad de Ciencias Políticas y Sociales;root@raiz.uncu.edu.ar;Mendoza;(00261) 4494041;Grado;Licenciado en Comunicación Social;Universidad Nacional de Cuyo;www.fcpys.uncuyo.edu.ar ;;;Público
Consulte con la Institución;Ciencias de la Información y de la Comunicación;Centro Univ. - Parque Gral San Martín Sin nro. - Mendoza - Mendoza ;3 Semestres;True;Facultad de Ciencias Políticas y Sociales;root@raiz.uncu.edu.ar;Mendoza;(00261) 4494041;Ciclo de Profesorado;Profesor en Comunicación Social - Ciclo de Profesorado;Universidad Nacional de Cuyo;www.fcpys.uncuyo.edu.ar ;;;Público
Consulte con la Institución;Ciencias de la Información y de la Comunicación;Bernardo de Yrigoyen 375 - San Rafael - Mendoza ;2 Años;True;Facultad de Ciencias Políticas y Sociales - Delegación San Rafael;gracieladistefano@gmail.com;Mendoza;(02604) 421947;Ciclo de Licenciatura;Licenciado de Producción en Medios de Comunicación - Ciclo de Licenciatura;Universidad Nacional de Cuyo;www.fcpys.uncu.edu.ar ;;;Público
Ingreso Directo;Ciencias de la Información y de la Comunicación;Alameda de la Federación 106 - Paraná - Entre Ríos ;5 Años;True;Facultad de Ciencias de la Educación;info@fcedu.uner.edu.ar;Entre Ríos;(00343) 4222033;Grado;Licenciado en Comunicación Social;Universidad Nacional de Entre Ríos;http://portal.fcedu.uner.edu.ar ;;;Público
Ingreso Directo;Ciencias de la Información y de la Comunicación;Alameda de la Federación 106 - Paraná - Entre Ríos ;3 Años;True;Facultad de Ciencias de la Educación;info@fcedu.uner.edu.ar;Entre Ríos;(00343) 4222033;Ciclo de Profesorado;Profesor en Comunicación Social - Ciclo de Profesorado;Universidad Nacional de Entre Ríos;http://portal.fcedu.uner.edu.ar ;;;Público
Ingreso Directo;Ciencias de la Información y de la Comunicación;Alameda de la Federación 106 - Paraná - Entre Ríos ;3 Años;True;Facultad de Ciencias de la Educación;info@fcedu.uner.edu.ar;Entre Ríos;(00343) 4222033;Título Intermedio;Técnico en Comunicación Social con orientación en Audio;Universidad Nacional de Entre Ríos;http://portal.fcedu.uner.edu.ar ;;;Público
Ingreso Directo;Ciencias de la Información y de la Comunicación;Alameda de la Federación 106 - Paraná - Entre Ríos ;3 Años;True;Facultad de Ciencias de la Educación;info@fcedu.uner.edu.ar;Entre Ríos;(00343) 4222033;Título Intermedio;Técnico en Comunicación Social con orientación en Gráfica;Universidad Nacional de Entre Ríos;http://portal.fcedu.uner.edu.ar ;;;Público
Ingreso Directo;Ciencias de la Información y de la Comunicación;Alameda de la Federación 106 - Paraná - Entre Ríos ;3 Años;True;Facultad de Ciencias de la Educación;info@fcedu.uner.edu.ar;Entre Ríos;(00343) 4222033;Título Intermedio;Técnico en Comunicación Social con orientación en Imagen;Universidad Nacional de Entre Ríos;http://portal.fcedu.uner.edu.ar ;;;Público
Ingreso Directo;Ciencias de la Información y de la Comunicación;Alameda de la Federación 106 - Paraná - Entre Ríos ;3 Años;True;Facultad de Ciencias de la Educación;info@fcedu.uner.edu.ar;Entre Ríos;(00343) 4222033;Título Intermedio;Técnico en Comunicación Social con orientación en Redacción;Universidad Nacional de Entre Ríos;http://portal.fcedu.uner.edu.ar ;;;Público
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Juan María Gutierrez 1150 - Los Polvorines - Buenos Aires ;10 Semestres;True;Instituto del Desarrollo Humano;mquereje@ungs.edu.ar;Buenos Aires;(0011) 44697702;Grado;Licenciado en Comunicación;Universidad Nacional de General Sarmiento;www.ungs.edu.ar ;False;True;Público
Asistencia a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Otero 262 - San Salvador De Jujuy - Jujuy ;4 Años;True;Facultad de Humanidades y Ciencias Sociales;orientacion@unju.edu.ar;Jujuy;(00388) 4221559;Grado;Licenciado en Comunicación Social;Universidad Nacional de Jujuy;http://www.fhycs.unju.edu.ar/ ;;;Público
Asistencia a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Otero 262 - San Salvador De Jujuy - Jujuy ;3 Años;True;Facultad de Humanidades y Ciencias Sociales;orientacion@unju.edu.ar;Jujuy;(00388) 4221559;Título Intermedio;Técnico en Comunicación Social;Universidad Nacional de Jujuy;http://www.fhycs.unju.edu.ar/ ;;;Público
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;F.Varela 1903 - Villa Luzuriaga - Buenos Aires ;5 Años;True;Departamento de Humanidades y Ciencias Sociales;sociales@unlam.edu.ar;Buenos Aires;(0011) 44808900;Grado;Licenciado en Comunicación Social;Universidad Nacional de La Matanza;http://www.unlam.edu.ar ;False;True;Público
Exámen de Ingreso;Ciencias de la Información y de la Comunicación;Varela 1903 - Villa Luzuriaga - Buenos Aires ;3 Años;True;Escuela de Formación Continua;formacioncontinua@unlam.edu.ar;Buenos Aires;(0011) 44808900;Técnico Instrumental;Locutor Nacional;Universidad Nacional de La Matanza;http://www.unlam.edu.ar ;False;True;Público
Ingreso Directo;Ciencias de la Información y de la Comunicación;29 de Septiembre 3901 - Remedios de Escalada - Buenos Aires ;2 Años;True;Departamento de Humanidades y Artes;humanidades@unla.edu.ar;Buenos Aires;(0011) 55335600;Ciclo de Licenciatura;Licenciado en Interpretación y Traducción en Formas de Comunicación No Verbal - Ciclo de Licenciatura;Universidad Nacional de Lanús;www.unla.edu.ar ;False;True;Público
Ingreso Directo;Ciencias de la Información y de la Comunicación;C.Gil 353 - Santa Rosa - La Pampa ;5 Años;True;Facultad de Ciencias Humanas;dpto_alu@fchst.unlpam.edu.ar;La Pampa;(002954) 451611;Grado;Licenciado en Comunicación Social;Universidad Nacional de La Pampa;www.fchst.unlpam.edu.ar ;;;Público
Ingreso Directo;Ciencias de la Información y de la Comunicación;LISANDRO DE LA TORRE 1070 - Rio Gallegos - Santa Cruz ;5 Años;True;UNIDAD ACADEMICA RIO GALLEGOS;wmaster@unpa.edu.ar;Santa Cruz;(002966) 442313;Grado;Licenciado en Comunicación Social;Universidad Nacional de la Patagonia Austral;http://www.unpa.edu.ar/ ;;;Público
Ingreso Directo;Ciencias de la Información y de la Comunicación;Ruta Provincial Nº 1 - Km4 sd - Comodoro Rivadavia - Chubut ;5 Años;True;Facultad de Humanidades y Ciencias Sociales - Sede Comodoro Rivadavia;decanafhycs@unp.edu.ar;Chubut;(00297) 4557318;Grado;Licenciado en Comunicación Social;Universidad Nacional de la Patagonia San Juan Bosco;www.unp.edu.ar ;;;Público
Asistencia a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;48 e/ 6 y 7 s/n - La Plata - Buenos Aires ;3 Años;False;Facultad de Humanidades y Ciencias de la Educación;web@fahce.unlp.edu.ar;Buenos Aires;(00221) 4230125;Título Intermedio;Bibliotecólogo;Universidad Nacional de La Plata;www.fahce.unlp.edu.ar ;True;True;Público
Asistencia a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;48 e/ 6 y 7 s/n - La Plata - Buenos Aires ;5 Años;True;Facultad de Humanidades y Ciencias de la Educación;web@fahce.unlp.edu.ar;Buenos Aires;(00221) 4230125;Grado;Licenciado en Bibliotecología y Ciencia de la Información;Universidad Nacional de La Plata;www.fahce.unlp.edu.ar ;True;True;Público
Asistencia a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Edificio Bosque: Diagonal 113 y 63 291 - La Plata - Buenos Aires ;5 Años;True;Facultad de Periodismo y Comunicación Social;ensenanza@perio.unlp.edu.ar;Buenos Aires;(00221) 4250133;Grado;Licenciado en Comunicación Social con Orientación Periodismo, Producción de Contenidos y Gestión Medios;Universidad Nacional de La Plata;www.perio.unlp.edu.ar ;True;True;Público
Asistencia a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Edificio Bosque: Diagonal 113 y 63 291 - La Plata - Buenos Aires ;5 Años;True;Facultad de Periodismo y Comunicación Social;ensenanza@perio.unlp.edu.ar;Buenos Aires;(00221) 4250133;Grado;Licenciado en Comunicación Social con Orientación Planificación y Gestión de la Comunicación en las Organizaciones;Universidad Nacional de La Plata;www.perio.unlp.edu.ar ;True;True;Público
Asistencia a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Edificio Bosque: Diagonal 113 y 63 291 - La Plata - Buenos Aires ;5 Años;True;Facultad de Periodismo y Comunicación Social;ensenanza@perio.unlp.edu.ar;Buenos Aires;(00221) 4250133;Grado;Profesor en Comunicación Social;Universidad Nacional de La Plata;www.perio.unlp.edu.ar ;True;True;Público
Asistencia a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Edificio Bosque: Diagonal 113 y 63 291 - La Plata - Buenos Aires ;3 Años;True;Facultad de Periodismo y Comunicación Social;ensenanza@perio.unlp.edu.ar;Buenos Aires;(00221) 4250133;Otros Pregrados;Técnico Superior en Comunicación Popular;Universidad Nacional de La Plata;www.perio.unlp.edu.ar ;True;True;Público
Asistencia a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Edificio Bosque: Diagonal 113 y 63 291 - La Plata - Buenos Aires ;3 Años;True;Facultad de Periodismo y Comunicación Social;ensenanza@perio.unlp.edu.ar;Buenos Aires;(00221) 4250133;Otros Pregrados;Técnico Superior Universitario en Comunicación Digital;Universidad Nacional de La Plata;www.perio.unlp.edu.ar ;True;True;Público
Asistencia a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Edificio Bosque: Diagonal 113 y 63 291 - La Plata - Buenos Aires ;3 Años;True;Facultad de Periodismo y Comunicación Social;ensenanza@perio.unlp.edu.ar;Buenos Aires;(00221) 4250133;Título Intermedio;Técnico Superior Universitario en Comunicación Social;Universidad Nacional de La Plata;www.perio.unlp.edu.ar ;True;True;Público
Asistencia a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Edificio Bosque: Diagonal 113 y 63 291 - La Plata - Buenos Aires ;3 Años;True;Facultad de Periodismo y Comunicación Social;ensenanza@perio.unlp.edu.ar;Buenos Aires;(00221) 4250133;Técnico Instrumental;Técnico Superior Universitario en Periodismo Deportivo;Universidad Nacional de La Plata;www.perio.unlp.edu.ar ;True;True;Público
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Av. Luis M. de la Fuente s/n - La Rioja - La Rioja ;3 Años;True;Sede La Rioja;academic@unlar.edu.ar;La Rioja;(003822) 457000;Técnico Instrumental;Técnico Universitario en Administración de Documentos y Archivos;Universidad Nacional de La Rioja;www.unlar.edu.ar ;;;Público
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Av. Luis M. de la Fuente s/n - La Rioja - La Rioja ;2 Años;False;Sede La Rioja;academic@unlar.edu.ar;La Rioja;(003822) 457000;Técnico Instrumental;Técnico Universitario en Bibliotecología;Universidad Nacional de La Rioja;www.unlar.edu.ar ;;;Público
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Av. Luis M. de la Fuente s/n - La Rioja - La Rioja ;2 Años;True;Sede La Rioja;academic@unlar.edu.ar;La Rioja;(003822) 457000;Técnico Instrumental;Técnico Universitario en Televisión Digital;Universidad Nacional de La Rioja;www.unlar.edu.ar ;;;Público
Consulte con la Institución;Ciencias de la Información y de la Comunicación;Ruta Nacional Nº 60 sn - Aimogasta - La Rioja ;3 Años;True;Sede Universitaria Aimogasta;sede-aimogasta@unlar.edu.ar;La Rioja;(003827) 420790;Técnico Instrumental;Técnico Universitario en Comunicación para el Desarrollo Social;Universidad Nacional de La Rioja;www.unlar.edu.ar ;;;Público
Ingreso Directo;Ciencias de la Información y de la Comunicación;Avenida del Valle 5737 - Olavarria - Buenos Aires ;5 Años;True;Facultad de Ciencias Sociales;malfaro@soc.unicen.edu.ar;Buenos Aires;(002284) 450115;Grado;Licenciado en Comunicación Social;Universidad Nacional del Centro de la Provincia de Buenos Aires;http://www.soc.unicen.edu.ar ;;;Público
Ingreso Directo;Ciencias de la Información y de la Comunicación;Avenida del Valle 5737 - Olavarria - Buenos Aires ;4 Años;True;Facultad de Ciencias Sociales;malfaro@soc.unicen.edu.ar;Buenos Aires;(002284) 450115;Grado;Profesor de Comunicación Social;Universidad Nacional del Centro de la Provincia de Buenos Aires;http://www.soc.unicen.edu.ar ;;;Público
Ingreso Directo;Ciencias de la Información y de la Comunicación;Avenida del Valle 5737 - Olavarria - Buenos Aires ;2 Años;True;Facultad de Ciencias Sociales;malfaro@soc.unicen.edu.ar;Buenos Aires;(002284) 450115;Título Intermedio;Técnico Universitario en Comunicación Institucional;Universidad Nacional del Centro de la Provincia de Buenos Aires;http://www.soc.unicen.edu.ar ;;;Público
Ingreso Directo;Ciencias de la Información y de la Comunicación;Avenida del Valle 5737 - Olavarria - Buenos Aires ;2 Años;True;Facultad de Ciencias Sociales;malfaro@soc.unicen.edu.ar;Buenos Aires;(002284) 450115;Título Intermedio;Técnico Universitario en Producción Mediática;Universidad Nacional del Centro de la Provincia de Buenos Aires;http://www.soc.unicen.edu.ar ;;;Público
Ingreso Directo;Ciencias de la Información y de la Comunicación;Monseñor Esandi y Ayacucho sn - Viedma - Río Negro ;2 Años;True;Centro Universitario Regional Zona Atlántica;webinfo@uncoma.edu.ar;Rio Negro;(002920) 422921;Título Intermedio;Diplomado en Comunicación Oral y Escrita;Universidad Nacional del Comahue;http://curza.net ;;;Público
Ingreso Directo;Ciencias de la Información y de la Comunicación;Mendoza 2159 - Gral. Roca - Río Negro ;4 Años;True;Facultad de Derecho y Ciencias Sociales;fadecs@uncoma.edu.ar;Rio Negro;(00298) 433668;Grado;Licenciado en Comunicación Social;Universidad Nacional del Comahue;http://fadeweb.uncoma.edu.ar ;;;Público
Ingreso Directo;Ciencias de la Información y de la Comunicación;Mendoza 2159 - Gral. Roca - Río Negro ;3.5 Años;True;Facultad de Derecho y Ciencias Sociales;fadecs@uncoma.edu.ar;Rio Negro;(00298) 433668;Título Intermedio;Técnico Universitario en Comunicación Social;Universidad Nacional del Comahue;http://fadeweb.uncoma.edu.ar ;;;Público
Asistencia a Curso de Ingreso o Nivelación;Ciencias de la Información y de la Comunicación;Candido Pujato 2751 - Santa Fe - Santa Fé ;3 Años;False;Facultad de Ciencias Jurídicas y Sociales;fcjs@fcjs.unl.edu.ar;Santa Fé;(00342) 4571199;Técnico Instrumental;Bibliotecario - MD;Universidad Nacional del Litoral;www.fcjs.unl.edu.ar ;;;Público
Consulte con la Institución;Ciencias de la Información y de la Comunicación;Ciudad Universitaria s/n - Santa Fe - Santa Fé ;2.5 Años;True;Facultad de Humanidades y Ciencias;fhuc@fhuc.unl.edu.ar;Santa Fé;(00342) 4575105;Ciclo de Licenciatura;Licenciado en Periodismo y Comunicación - Ciclo de Licenciatura;Universidad Nacional del Litoral;www.fhuc.unl.edu.ar ;;;Público
Consulte con la Institución;Ciencias de la Información y de la Comunicación;Av. Las Heras 727 - Resistencia - Chaco ;5 Años;True;Facultad de Humanidades;Info@dch.unne.edu.ar;Chaco;(003722) 422257;Grado;Archivista y Licenciado en Ciencias de la Información;Universidad Nacional del Nordeste;http://hum.unne.edu.ar/ ;;;Público
