clave provincial,cue,anexo,sede/axo/ext,region educativa,area,nombre establecimiento,dirección calle,dirección nro.,partido,característica telefónica,teléfono,código postal,email,paraje,localidad,distrito,tipo organización,ubicación,sector de gestión,dependencia,subvención,modalidad,nivel,matrícula RA2017,latitud,longitud,Matricula est 5to
0065MS0003,619780,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,EL EUCALIPTUS,845,Maipú,2268,15-63-5906,7173,ESCUELASECUNDARIA3LASARMAS@YAHOO.COM.AR,,LAS ARMAS,Maipú,ESCUELA SECUNDARIA,Rural Agrupado,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,89.0,-37.083987,-57.8287,12.0
0065MS0003,619780,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,EL EUCALIPTUS,845,Maipú,2268,15-63-5906,7173,ESCUELASECUNDARIA3LASARMAS@YAHOO.COM.AR,,LAS ARMAS,Maipú,ESCUELA SECUNDARIA,Rural Agrupado,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,23.0,-37.083987,-57.8287,3.0
0065MS3011,601994,2,ANEXO,18,INTERIOR,ANEXO Nº1 DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,RUTA PROVINCIAL 62 KM. 21,S/N,Maipú,2268,49-0209,7119,SECUNDARIASANTODOMINGO@GMAIL.COM,,SANTO DOMINGO,Maipú,ESCUELA SECUNDARIA,Rural Agrupado,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,30.0,-36.712941,-57.587825,4.0
0065MS3011,601994,2,ANEXO,18,INTERIOR,ANEXO Nº1 DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,RUTA PROVINCIAL 62 KM. 21,S/N,Maipú,2268,49-0209,7119,SECUNDARIASANTODOMINGO@GMAIL.COM,,SANTO DOMINGO,Maipú,ESCUELA SECUNDARIA,Rural Agrupado,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,4.0,-36.712941,-57.587825,1.0
0066MS0001,601437,0,SEDE,13,INTERIOR,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""GRAL. DON JOSE DE SAN MARTIN""",BERNARDINO ESPERANZA,413,Salto,2474,42-3102,2741,EMEDIA1@S10.COOPENET.COM.AR,,SALTO,Salto,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,686.0,-34.296311,-60.254695,92.0
0066MS0001,601437,0,SEDE,13,INTERIOR,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""GRAL. DON JOSE DE SAN MARTIN""",BERNARDINO ESPERANZA,413,Salto,2474,42-3102,2741,EMEDIA1@S10.COOPENET.COM.AR,,SALTO,Salto,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Plan Fines (Trayectos y Deudores),7.0,-34.296311,-60.254695,1.0
0066MS0002,618702,0,SEDE,13,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,SARMIENTO E/ BUENOS AIRES Y SAN PABLO,6,Salto,2474,43-1830,2741,SECUNDARIA2SALTOBSAS@YAHOO.COM.AR,,SALTO,Salto,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,336.0,-34.291871,-60.255123,45.0
0066MS0003,619781,0,SEDE,13,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,TRISTAN LOBOS Y URUGUAY,S/N,Salto,2474,42-4473,2741,EESB3SALTO@OUTLOOK.COM,,SALTO,Salto,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,105.0,-34.309197,-60.250142,14.0
0066MS0004,619782,0,SEDE,13,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,SAN JUAN ESQ. HIPOLITO YRIGOYEN,S/N,Salto,2474,43-0397,2741,EES4.SALTO@YAHOO.COM.AR,,SALTO,Salto,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,218.0,-34.296672,-60.232376,29.0
0066MS0005,620458,0,SEDE,13,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,AZCUÉNAGA E/ MITRE Y BELGRANO,129,Salto,2474,42-4516,2741,SECUNDARIAN5SALTO@HOTMAIL.COM.AR,,SALTO,Salto,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,193.0,-34.293086,-60.261053,26.0
0066MS0006,619783,0,SEDE,13,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,BALCARCE Y RECONQUISTA,S/N,Salto,2474,42-5076,2741,ESCSECUNDARIA6SALTO@OUTLOOK.COM,,SALTO,Salto,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,112.0,-34.288156,-60.25483,15.0
0066MS0007,605191,0,SEDE,13,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº7,AVDA. FERNANDEZ BLANCO,110,Salto,2474,49-1202,2743,ESCUELASECUNDARIAARROYODULCE@GMAIL.COM,,ARROYO DULCE,Salto,ESCUELA SECUNDARIA,Rural Agrupado,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,143.0,-34.102046,-60.408072,19.0
0066MS0007,605191,0,SEDE,13,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº7,AVDA. FERNANDEZ BLANCO,110,Salto,2474,49-1202,2743,ESCUELASECUNDARIAARROYODULCE@GMAIL.COM,,ARROYO DULCE,Salto,ESCUELA SECUNDARIA,Rural Agrupado,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,56.0,-34.102046,-60.408072,8.0
0066MS2050,620458,2,EXTENSION,13,INTERIOR,EXTENSION DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,AZCUENAGA,133,Salto,2474,42-4516,2741,SECUNDARIA5SALTO@HOTMAIL.COM.AR,,LA INVENCIBLE,Salto,ESCUELA SECUNDARIA,Rural Agrupado,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,24.0,-34.271301,-60.386984,3.0
0066MS3031,619781,1,ANEXO,13,INTERIOR,ANEXO Nº1 DE SECUNDARIA Nº3,BRASIL E ITUZAINGO,S/N,Salto,2474,49-1480,2741,EES3SALTO@OUTLOOK.COM,,BERDIER,Salto,ESCUELA SECUNDARIA,Rural Agrupado,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,27.0,-34.396843,-60.261361,4.0
0067MS0001,605615,0,SEDE,10,INTERIOR,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""CRUCERO GRAL. BELGRANO""",AVELLANEDA,1930,Marcos Paz,220,477-5927,1727,M1MPAZ@YAHOO.COM.AR,,MARCOS PAZ,Marcos Paz,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,898.0,-34.781107,-58.838645,120.0
0067MS0001,605615,0,SEDE,10,INTERIOR,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""CRUCERO GRAL. BELGRANO""",AVELLANEDA,1930,Marcos Paz,220,477-5927,1727,M1MPAZ@YAHOO.COM.AR,,MARCOS PAZ,Marcos Paz,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,409.0,-34.781107,-58.838645,55.0
0067MS0002,611542,0,SEDE,10,INTERIOR,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""DR. MARCOS PAZ""",DOCTOR MARCOS PAZ,1850,Marcos Paz,220,477-1189,1727,EEM2MPAZ@YAHOO.COM.AR,,MARCOS PAZ,Marcos Paz,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,908.0,-34.783522,-58.832715,122.0
0067MS0003,620445,0,SEDE,10,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,RUTA 1003 KM 45 CUARTEL II,S/N,Marcos Paz,220,477-5281,1727,NANCY-DUCKWN@HOTMAIL.COM,,MARCOS PAZ,Marcos Paz,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,107.0,-34.777507,-58.791853,14.0
0067MS0004,618704,0,SEDE,10,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,DR. MARCOS PAZ E/ CORRIENTES Y MISIONES,710,Marcos Paz,220,477-0916,1727,EES4MARCOSPAZ@GMAIL.COM,,MARCOS PAZ,Marcos Paz,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,481.0,-34.770697,-58.826682,64.0
0067MS0005,620444,0,SEDE,10,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,REGIMIENTO PATRICIOS,215,Marcos Paz,220,499-4635,1727,HDN156@YAHOO.COM.AR,BICENTENARIO,MARCOS PAZ,Marcos Paz,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,265.0,-34.742731,-58.807274,35.0
0067MS0006,618706,0,SEDE,10,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,DR.MARCOS PAZ E/ CAVALLO Y LEAVY,3444,Marcos Paz,220,477-4213,1727,ESB3MPAZ@HOTMAIL.COM,BARRIO GANDARA,MARCOS PAZ,Marcos Paz,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,216.0,-34.797771,-58.84674,29.0
0067MS0007,618827,0,SEDE,10,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº7,EVA DUARTE E/ EL FOGÓN Y EL CRIOLLO,271,Marcos Paz,220,477-5261,1727,CASTRONOVOCARLOS@YAHOO.COM.AR,NUESTRA SEÑORA DE LA PAZ,MARCOS PAZ,Marcos Paz,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,205.0,-34.761526,-58.81668,27.0
0068MS0001,607979,0,SEDE,19,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,BARRANCA de los LOBOS,475,Mar Chiquita,223,469-3369,7609,MEDIA1MARCHIQUITA@YAHOO.COM.AR,,SANTA CLARA DEL MAR,Mar Chiquita,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,625.0,-37.836108,-57.507104,84.0
0068MS0001,607979,0,SEDE,19,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,BARRANCA de los LOBOS,475,Mar Chiquita,223,469-3369,7609,MEDIA1MARCHIQUITA@YAHOO.COM.AR,,SANTA CLARA DEL MAR,Mar Chiquita,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,112.0,-37.836108,-57.507104,15.0
0068MS0002,622410,0,SEDE,19,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,ZUNZUNEGUI Y FRANCIA,55,Mar Chiquita,2265,43-2376,7174,EESN2VIDAL@GMAIL.COM,,CORONEL VIDAL,Mar Chiquita,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,349.0,-37.458379,-57.727973,47.0
0068MS0003,607982,0,SEDE,19,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,BELGRANO,351,Mar Chiquita,2265,49-1442,7172,ROSAMONTARCE@YAHOO.COM.AR,,GENERAL PIRAN,Mar Chiquita,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,129.0,-37.275962,-57.774728,17.0
0068MS0003,607982,0,SEDE,19,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,BELGRANO,351,Mar Chiquita,2265,49-1442,7172,ROSAMONTARCE@YAHOO.COM.AR,,GENERAL PIRAN,Mar Chiquita,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,67.0,-37.275962,-57.774728,9.0
0068MS0004,620474,0,SEDE,19,INTERIOR,ESC. SECUNDARIA Nº4,AVENIDA BELGRANO,64,Mar Chiquita,223,490-0063,7612,VICKYSARASA@YAHOO.COM.AR,,VIVORATA,Mar Chiquita,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,108.0,-37.666814,-57.664825,14.0
0068MS0005,620431,0,SEDE,19,INTERIOR,ESC. SECUNDARIA Nº5,DEL TEMPLE,S/N,Mar Chiquita,223,584-4155,7609,EES5.MARDECOBO@GMAIL.COM,,MAR DE COBO,Mar Chiquita,ESCUELA SECUNDARIA,Rural Agrupado,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,224.0,-37.773107,-57.453123,30.0
0068MS2020,622410,1,EXTENSION,19,INTERIOR,EXTENSION DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,GENERAL PAZ E/ MITRE Y BELTRAMI,491,Mar Chiquita,2265,43-2277,7174,EESN2-VIDAL@GMAIL.COM,,CORONEL VIDAL,Mar Chiquita,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,104.0,-37.446504,-57.728057,14.0
0068MS3011,607979,1,ANEXO,19,INTERIOR,ANEXO DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,DIEGO DE ALMAGRO,272,Mar Chiquita,223,469-3464,7309,MEDIAMARCHIQUITA@YAHOO.COM.AR,STA. ELENA,SANTA CLARA DEL MAR,Mar Chiquita,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,48.0,-37.864249,-57.51786,6.0
0068MS3041,620474,1,ANEXO,19,INTERIOR,ANEXO DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,RUTA 2 KM.383,S/N,Mar Chiquita,223,460-0093,7612,VICKYSARASA@YAHOO.COM.AR,,MAR DE COBO,Mar Chiquita,ESCUELA SECUNDARIA,Rural Disperso,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,90.0,-37.802599,-57.625789,12.0
0069MS0001,610399,0,SEDE,3,CONURBANO,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""GRAL MOSCONI""",BEAZLEY ESQ. CORDERO,2175,La Matanza,11,4690-3738,1755,ESC.SEC.CASTILLO1@GMAIL.COM,,RAFAEL CASTILLO,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,1128.0,-34.700862,-58.630752,151.0
0069MS0001,610399,0,SEDE,3,CONURBANO,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""GRAL MOSCONI""",BEAZLEY ESQ. CORDERO,2175,La Matanza,11,4690-3738,1755,ESC.SEC.CASTILLO1@GMAIL.COM,,RAFAEL CASTILLO,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,99.0,-34.700862,-58.630752,13.0
0069MS0002,605611,0,SEDE,3,CONURBANO,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""JOSE DE SAN MARTIN""",11 DE SETIEMBREE/ GUIDO Y CHARCAS,963,La Matanza,11,4657-6890,1704,mediadoslm@yahoo.com.ar,,RAMOS MEJIA,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,429.0,-34.646767,-58.542926,57.0
0069MS0002,605611,0,SEDE,3,CONURBANO,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""JOSE DE SAN MARTIN""",11 DE SETIEMBREE/ GUIDO Y CHARCAS,963,La Matanza,11,4657-6890,1704,mediadoslm@yahoo.com.ar,,RAMOS MEJIA,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,129.0,-34.646767,-58.542926,17.0
0069MS0002,605611,0,SEDE,3,CONURBANO,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""JOSE DE SAN MARTIN""",11 DE SETIEMBREE/ GUIDO Y CHARCAS,963,La Matanza,11,4657-6890,1704,mediadoslm@yahoo.com.ar,,RAMOS MEJIA,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Plan Fines (Trayectos y Deudores),347.0,-34.646767,-58.542926,46.0
0069MS0004,605613,0,SEDE,3,CONURBANO,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 ""DR. EDUARDO ACEVEDO""",CURAPALIGÜE,1354,La Matanza,11,4462-7047,1770,MM069004@ABC.GOV.AR,,TAPIALES,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,1471.0,-34.699658,-58.509629,197.0
0069MS0004,605613,0,SEDE,3,CONURBANO,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 ""DR. EDUARDO ACEVEDO""",CURAPALIGÜE,1354,La Matanza,11,4462-7047,1770,MM069004@ABC.GOV.AR,,TAPIALES,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Plan Fines (Trayectos y Deudores),123.0,-34.699658,-58.509629,16.0
0069MS0005,610322,0,SEDE,3,CONURBANO,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº5 ""ISLAS MALVINAS""",BERMUDEZ,2936,La Matanza,11,4650-5044,1754,ESCUELAMEDIA5@GMAIL.COM,,VILLA LUZURIAGA,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,439.0,-34.666456,-58.585451,59.0
0069MS0005,610322,0,SEDE,3,CONURBANO,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº5 ""ISLAS MALVINAS""",BERMUDEZ,2936,La Matanza,11,4650-5044,1754,ESCUELAMEDIA5@GMAIL.COM,,VILLA LUZURIAGA,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,70.0,-34.666456,-58.585451,9.0
0069MS0006,610109,0,SEDE,3,CONURBANO,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº6""JOSE FELIX BOGADO""",PUEYRREDON,1250,La Matanza,11,4658-7351,1704,secundaria6ramos@hotmail.com,,RAMOS MEJIA,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,1132.0,-34.650067,-58.552533,152.0
0069MS0006,610109,0,SEDE,3,CONURBANO,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº6""JOSE FELIX BOGADO""",PUEYRREDON,1250,La Matanza,11,4658-7351,1704,secundaria6ramos@hotmail.com,,RAMOS MEJIA,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Plan Fines (Trayectos y Deudores),21.0,-34.650067,-58.552533,3.0
0069MS0007,608638,0,SEDE,3,CONURBANO,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº7 ""PROF. BALTAZAR FREIRES""",ALMEYRA,1845,La Matanza,11,4625-4132,1765,SECUNDARIA7LM@YAHOO.COM.AR,,ISIDRO CASANOVA,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,115.0,-34.700753,-58.603664,15.0
0069MS0007,608638,0,SEDE,3,CONURBANO,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº7 ""PROF. BALTAZAR FREIRES""",ALMEYRA,1845,La Matanza,11,4625-4132,1765,SECUNDARIA7LM@YAHOO.COM.AR,,ISIDRO CASANOVA,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Plan Fines (Trayectos y Deudores),52.0,-34.700753,-58.603664,7.0
0069MS0007,608638,0,SEDE,3,CONURBANO,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº7 ""PROF. BALTAZAR FREIRES""",ALMEYRA,1845,La Matanza,11,4625-4132,1765,SECUNDARIA7LM@YAHOO.COM.AR,,ISIDRO CASANOVA,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,1386.0,-34.700753,-58.603664,186.0
0069MS0008,608077,0,SEDE,3,CONURBANO,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº8 ""GENERAL MARTIN MIGUEL DE GÜEMES""",MANZANA 25 CIRC 3 SEC 4,88433,La Matanza,11,4487-5244/4720,1778,MEDIAOCHOCUIDADEVITA@YAHOO.COM.AR,,CIUDAD EVITA,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,441.0,-34.714119,-58.531948,59.0
0069MS0009,610050,0,SEDE,3,CONURBANO,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº9 ""SANTO TOMAS DE AQUINO""",CALIFORNIA E/COLORADO Y COLASTINE,8316,La Matanza,2202,443667,1759,MEDIA9MATANZA@GMAIL.COM,LA FORESTA,VIRREY DEL PINO,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,775.0,-34.826906,-58.636014,104.0
0069MS0009,610050,0,SEDE,3,CONURBANO,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº9 ""SANTO TOMAS DE AQUINO""",CALIFORNIA E/COLORADO Y COLASTINE,8316,La Matanza,2202,443667,1759,MEDIA9MATANZA@GMAIL.COM,LA FORESTA,VIRREY DEL PINO,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,109.0,-34.826906,-58.636014,15.0
0069MS0010,608171,0,SEDE,3,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº10,UGARTE E/ OLAVARRIA Y SAN MARTIN,904,La Matanza,11,4442-1010,1772,MM069010@ABC.GOV.AR,,VILLA CELINA,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,1099.0,-34.69882,-58.488763,147.0
0069MS0011,605522,0,SEDE,3,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº11,ALMAFUERTE E/PERU Y MENDOZA,3254,La Matanza,11,4484-3648,1754,EEMN211@YAHOO.COM.AR,,SAN JUSTO,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,644.0,-34.678842,-58.558366,86.0
0069MS0011,605522,0,SEDE,3,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº11,ALMAFUERTE E/PERU Y MENDOZA,3254,La Matanza,11,4484-3648,1754,EEMN211@YAHOO.COM.AR,,SAN JUSTO,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,257.0,-34.678842,-58.558366,34.0
0069MS0012,617492,0,SEDE,3,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº12,BARRAGAN,6774,La Matanza,2202,43-9184,1759,NAHUELNAHIS_86@HOTMAIL.COM,LA JUSTINA,GONZALEZ CATAN,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,630.0,-34.78343,-58.618208,84.0
0069MS0012,617492,0,SEDE,3,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº12,BARRAGAN,6774,La Matanza,2202,43-9184,1759,NAHUELNAHIS_86@HOTMAIL.COM,LA JUSTINA,GONZALEZ CATAN,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,159.0,-34.78343,-58.618208,21.0
0069MS0013,607732,0,SEDE,3,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº13,AVDA. JUAN MANUEL DE ROSAS,1313,La Matanza,11,4482-2768,1752,MM069013@ABC.GOV.AR,,LOMAS DE MIRADOR,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,537.0,-34.673769,-58.542561,72.0
0069MS0013,607732,0,SEDE,3,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº13,AVDA. JUAN MANUEL DE ROSAS,1313,La Matanza,11,4482-2768,1752,MM069013@ABC.GOV.AR,,LOMAS DE MIRADOR,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,190.0,-34.673769,-58.542561,25.0
0069MS0014,610311,0,SEDE,3,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº14,ALMEIRA Y JAPON,1372,La Matanza,11,4625-5785,1755,,,RAFAEL CASTILLO,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,765.0,-34.694699,-58.61078,102.0
0069MS0014,610311,0,SEDE,3,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº14,ALMEIRA Y JAPON,1372,La Matanza,11,4625-5785,1755,,,RAFAEL CASTILLO,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,139.0,-34.694699,-58.61078,19.0
0069MS0015,610045,0,SEDE,3,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº15,CORREA Y GUIRARDOT RUTA 3 KM 40,S/N,La Matanza,2202,49-4253,1763,EES15LAMATANZA@GMAIL.COM,,VIRREY DEL PINO,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,991.0,-34.849165,-58.656852,133.0
0069MS0015,610045,0,SEDE,3,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº15,CORREA Y GUIRARDOT RUTA 3 KM 40,S/N,La Matanza,2202,49-4253,1763,EES15LAMATANZA@GMAIL.COM,,VIRREY DEL PINO,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,245.0,-34.849165,-58.656852,33.0
0069MS0016,603959,0,SEDE,3,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº16,MAGNASCO,1916,La Matanza,11,4457-6099,1757,,,GREGORIO DE LAFERRERE,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,360.0,-34.739518,-58.578183,48.0
0069MS0016,603959,0,SEDE,3,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº16,MAGNASCO,1916,La Matanza,11,4457-6099,1757,,,GREGORIO DE LAFERRERE,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,71.0,-34.739518,-58.578183,10.0
0069MS0017,612377,0,SEDE,3,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº17,ESTANISLAO DEL CAMPO,3868,La Matanza,11,4626-3425,1757,SECUNDARIA17MATANZA@HOTMAIL.COM,,GREGORIO DE LAFERRERE,La Matanza,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,806.0,-34.730086,-58.605667,108.0
