long,lat,objectid,cui,cueanexo,cue,anexo,sector,dom_edific,dom_establ,nombre_estab,nombre_abrev,telefono,email,codpost,pagina_web,nivmod,nivelmodal,depfun,de,comunas,barrio,codigo_postal,codigo_postal_argentino,areaprogra,estado,point_x,point_y,nivel,tipest,tipoesta
-58.4211207713541,-34.6434642642605,612,200844,20003701,200037,1,1,Alagón 300,Alagón 300,Jardín de Infantes Nucleado B (EPCjs 01/19°) Homero Manzi,JIN B-01 (01),4924-4493,jinbde19@yahoo.com.ar,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,19.0,4.0,NUEVA POMPEYA,1437,C1437DIF,05 - HOSP PENNA,1,103867.0863,98424.5914,Inicial Común,Jardín de Infantes Nucleado,JIN (Jardín de Infantes Nucleado)
-58.4211207713541,-34.6434642642605,613,200844,20003800,200038,0,1,Alagón 300,Alagón 300,Esc. Primaria Común N° 01 María Silventi de Amato,EPjs 01,4923-9002,dep_epc1_de1@bue.edu.ar,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,19.0,4.0,NUEVA POMPEYA,1437,C1437DIF,05 - HOSP PENNA,1,103867.0863,98424.5914,Primario Común,Escuela de Jornada Simple,JS (Escuela de Jornada Simple)
-58.4204404318451,-34.6546858263927,614,200845,20105801,201058,1,1,Tilcara 3365,Tilcara 3365,Jardín de Infantes Nucleado A (EPCjs 02/19°),JIN A-01 (02),4919-2287,jindel19@yahoo.com.ar / dei_jina9_de19@bue.edu.ar,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,19.0,4.0,NUEVA POMPEYA,1437,C1437CYK,05 - HOSP PENNA,1,103928.9394,97179.711,Inicial Común,Jardín de Infantes Nucleado,JIN (Jardín de Infantes Nucleado)
-58.4204404318451,-34.6546858263927,615,200845,20015400,200154,0,1,Tilcara 3365,Tilcara 3365,Esc. Primaria Común N° 02 Dr. Genaro Sisto,EPjs 02,4918-7654,dep_epc2_de19@bue.edu.ar,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,19.0,4.0,NUEVA POMPEYA,1437,C1437CYK,05 - HOSP PENNA,1,103928.9394,97179.711,Primario Común,Escuela de Jornada Simple,JS (Escuela de Jornada Simple)
-58.4219920022806,-34.6488180899028,616,200846,20003900,200039,0,1,Tilcara 2856,Tilcara 2856,Esc. Primaria Común N° 03 Prof. Carlos Justo Florit,EPjc 03,4918-3640,dep_epc3_de19@bue.edu.ar,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,19.0,4.0,NUEVA POMPEYA,1437,C1437CYB,05 - HOSP PENNA,1,103786.9699,97830.7022,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.4359107158141,-34.6469104579677,617,200847,20004000,200040,0,1,Avda. Riestra 1850,Avda. Riestra 1850,Esc. Primaria Común N° 04 Ricardo Güiraldes,EPjs 04,4918-8935,dep_epc4_dep@gmail.com,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,19.0,7.0,FLORES,1437,C1437HIU,06 - HOSP PIÑERO,1,102511.0078,98042.751,Primario Común,Escuela de Jornada Simple,JS (Escuela de Jornada Simple)
-58.4215486744761,-34.6400471798362,618,200848,20004100,200041,0,1,Avda. Caseros 4050,Avda. Caseros 4050,Esc. Primaria Común N° 05 Provincia de Corrientes,EPjc 05,4925-1525,dep_epc5_de19@bue.edu.ar,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,19.0,4.0,NUEVA POMPEYA,1263,C1263AAW,05 - HOSP PENNA,1,103828.0099,98803.6784,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.4215486744761,-34.6400471798362,619,200848,20194400,201944,0,1,Avda. Caseros 4050,Avda. Caseros 4050,Centro Educativo Complementario de Educación Plástica N° 19,CEC Plástica 19,4925-1525,cecilia0@gmail.com,C1263,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,OSECom,Otros Servicios Educativos de la modalidad Común,Dir de Educación Primaria,19.0,4.0,NUEVA POMPEYA,1263,C1263AAW,05 - HOSP PENNA,1,103828.0099,98803.6784,Otros Servicios Educativos de la modalidad Común,Centro Educativo Complementario de Educación Plástica,CECEP (Centro Educativo Complementario de Educación Plástica)
-58.4174065641306,-34.657362042206,620,200849,20041800,200418,0,1,Echauri 1576,Echauri 1576,Esc. Primaria Común N° 06 Dr. Adolfo Saldías,EPjc 06,4919-5295,dep_epc6_de19@bue.edu.ar,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,19.0,4.0,NUEVA POMPEYA,1437,C1437FWB,05 - HOSP PENNA,1,104206.9206,96882.7061,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.4175544862871,-34.6449315811997,621,200850,20004200,200042,0,1,Quilmes 473,Quilmes 473,Esc. Primaria Común N° 07 Aeronáutica Argentina,EPjc 07,4923-1183/4912-2030,dep_epc7_de19@bue.edu.ar,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,19.0,4.0,NUEVA POMPEYA,1437,C1437DLI,05 - HOSP PENNA,1,104193.9788,98261.6753,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.4175544862871,-34.6449315811997,622,200850,20217200,202172,0,1,Quilmes 473,Quilmes 473,Centro Educativo Complementario de Idiomas Extranjeros N° 19,CECIE 19,4923-1183,dep_cecie19_de19@bue.edu.ar,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,OSECom,Otros Servicios Educativos de la modalidad Común,Dir de Educación Primaria,19.0,4.0,NUEVA POMPEYA,1437,C1437DLI,05 - HOSP PENNA,1,104193.9788,98261.6753,Otros Servicios Educativos de la modalidad Común,Centro Educativo Complementario de Idioma Extranjero,CECDIE (Centro Educativo Complementario de Idioma Extranjero)
-58.4289584233304,-34.6594562213585,623,200851,20105800,201058,0,1,Avda. Intendente Francisco Rabanal 2275,Carlos María Ramírez 2272,Jardín de Infantes Nucleado A (EPCjc 08/19°),JIN A-03 (08),4919-2287,jinadel19@yahoo.com.ar,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,19.0,8.0,VILLA SOLDATI,,,05 - HOSP PENNA,1,103147.9179,96650.8051,Inicial Común,Jardín de Infantes Nucleado,JIN (Jardín de Infantes Nucleado)
-58.4289584233304,-34.6594562213585,624,200851,20015300,200153,0,1,Avda. Intendente Francisco Rabanal 2275,Avda. Intendente Francisco Rabanal 2275,Esc. Primaria Común N° 08 Luis Federico Leloir,EPjc 08,4918-4803,dep_epc8_de19@bue.edu.ar,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,19.0,8.0,VILLA SOLDATI,1437,C1437FPJ,05 - HOSP PENNA,1,103147.9179,96650.8051,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.3507166346322,-34.6293153843524,625,201806,29001300,290013,0,1,Benjamín Lavaisse 1650,Benjamín Lavaisse 1650,Escuela Nacional Fluvial (Armada Argentina),Esc Nac Fluvial,4300-8503,secretariaacademica@escuelafluvial.edu.ar,C1107,S/D,SNUCom,Nivel Superior No Universitario Común,Gobierno Nacional,4.0,4.0,BOCA,,,02 - HOSP ARGERICH,1,110323.6485,99989.2657,Superior No Universitario Común,No Corresponde - Gob Nac,(No Corresponde - Gob Nac)
-58.3854675289687,-34.5929137079647,626,201043,20003500,200035,0,2,Juncal 1264,Juncal 1264,Jardín de Infantes El Centavo,JI El Centavo,4812-1178,cinderellajuncal@hotmail.com,C1062,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom,Nivel Inicial Común,Dir Gral de Educación de Gestión Privada,1.0,1.0,RETIRO,1062,C1062ABN,04 - HOSP FERNANDEZ,1,107140.1542,104030.4206,Inicial Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.4011189736404,-34.5888539216229,628,201046,20064200,200642,0,2,Laprida 1871,Laprida 1871,Escuela Primaria Septiembre,Esc Prim Septiembre,4805-7460,primaria@septiembre.esc.edu.ar,C1425,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom,Nivel Inicial y Primario Común,Dir Gral de Educación de Gestión Privada,1.0,2.0,RECOLETA,1425,C1425EKQ,04 - HOSP FERNANDEZ,1,105704.5972,104481.7728,Inicial y Primario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.3966548096054,-34.6031801166393,629,201049,20069200,200692,0,2,Lavalle 2083,Lavalle 2083,Inst. Tea y Deportea,I Tea y Deportea,4370-6464,tea@teaydeportea.edu.ar,C1051,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,Dir Gral de Educación de Gestión Privada,1.0,3.0,BALVANERA,1051,C1051ABE,08 - HOSP RAMOS MEJIA,1,106113.1103,102892.2632,Superior No Universitario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.3958609932895,-34.6002210066114,630,201018,20185600,201856,0,2,Ayacucho 760,Ayacucho 760,Inst. Privado del Sindicato GBA de Obras Sanitarias,IPdeSGBA de Obras Sanitarias,6319-1441 / 1442,lagotitadeagua@hotmail.com,C1026,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom,Nivel Inicial Común,Dir Gral de Educación de Gestión Privada,1.0,3.0,BALVANERA,1026,C1026AAH,08 - HOSP RAMOS MEJIA,1,106186.1419,103220.4791,Inicial Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.3771909785749,-34.5975118307638,631,201062,20186600,201866,0,2,Paraguay 723,Paraguay 723,Catalinas,Catalinas,4312-4685,jardinmaternalcatalinas@hotmail.com,C1057,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom,Nivel Inicial Común,Dir Gral de Educación de Gestión Privada,1.0,1.0,RETIRO,1057,C1057AAI,04 - HOSP FERNANDEZ,1,107898.996,103519.7239,Inicial Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.3897991254151,-34.63138451629,632,200289,20249500,202495,0,1,15 de Noviembre de 1889 1749,Solis 1973,UGEE N° 05 Bachillerato Popular de Adultos y Adolescentes Miguelito Pepe,UGEE 05 B.Pop Pepe,4304-9112,direccionmiguelito@yahoo.com.ar,C1134,http://www.buenosaires.gob.ar/areas/educacion/niveles/adultos/oferta.php?menu_id=12643,SecAdu,Nivel Secundario de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,5.0,1.0,CONSTITUCION,1134,C1134ADO,05 - HOSP PENNA,1,106739.6979,99763.0148,Secundario de Jóvenes y Adultos,Unidad de Gestión Educativa Experimental,UE (Unidad de Gestión Educativa Experimental)
-58.3911074885705,-34.6023133619387,633,201075,20204500,202045,0,2,Rodríguez Peña 575,Rodríguez Peña 575,Superior Dante Alighieri,Superior Dante Alighieri,4371-2480/9692,direccion@isda.edu.ar,C1020,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,Dir Gral de Educación de Gestión Privada,1.0,1.0,SAN NICOLAS,1020,C1020ADK,08 - HOSP RAMOS MEJIA,1,106622.0159,102988.0681,Superior No Universitario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.3770278905776,-34.6069074542929,635,201025,20208200,202082,0,2,Bartolomé Mitre 739,Bartolomé Mitre 739,"Inst. Superior Educativo de la Cámara de Com., Indus. y Prod. R.A.",I Sup Educ Cámara de Comercio,4328-2447,cacipra@comex.com.ar,C1036,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,Dir Gral de Educación de Gestión Privada,1.0,1.0,SAN NICOLAS,1036,C1036AAM,02 - HOSP ARGERICH,1,107913.0715,102477.4234,Superior No Universitario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.3876918002172,-34.600541051773,636,201039,20196200,201962,0,2,Viamonte 1475,Viamonte 1471,Cultural Inglesa de Buenos Aires,Cultural Inglesa de Bs As,4374-4643,ciba@cibadist.edu.ar,C1055,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,Dir Gral de Educación de Gestión Privada,1.0,1.0,SAN NICOLAS,1055,C1055ABA,08 - HOSP RAMOS MEJIA,1,106935.4751,103184.4487,Superior No Universitario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.3881857749854,-34.6010439014804,637,201065,20212000,202120,0,2,Paraná 660,Paraná 662 1º piso,Colegio Superior de Arte del Teatro y la Comunicación,Col Sup Arte del Teatro y la Comunicación,4374-1484/5031-7637,info@andamio90.edu.ar,C1017,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,Dir Gral de Educación de Gestión Privada,1.0,1.0,SAN NICOLAS,1017,C1017AAN,08 - HOSP RAMOS MEJIA,1,106890.1218,103128.6995,Superior No Universitario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.3903314513869,-34.656727943485,638,200233,20249600,202496,0,1,Lafayette 1879,Lafayette 1879,UGEE N° 06 Bachillerato Popular de Adultos y Adolescentes 2 de Diciembre,UGEE 06 B.Pop 2 de Diciembre,4339-1818/1819,bachi2diciembre@gmail.com,C1286,http://www.buenosaires.gob.ar/areas/educacion/niveles/adultos/oferta.php?menu_id=12643,SecAdu,Nivel Secundario de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,5.0,4.0,BARRACAS,1286,C1286AEG,05 - HOSP PENNA,1,106688.8672,96951.6002,Secundario de Jóvenes y Adultos,Unidad de Gestión Educativa Experimental,UE (Unidad de Gestión Educativa Experimental)
-58.3981405056055,-34.6061219388206,639,201077,20211900,202119,0,2,Sarmiento 2210,Sarmiento 2210 1º piso B,Escuela Taller Imagen y Sonido,Esc Taller Imagen y Sonido,4954-4300,secretaria@tallerimagen.com.ar,C1044,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,Dir Gral de Educación de Gestión Privada,1.0,3.0,BALVANERA,1044,C1044AAJ,08 - HOSP RAMOS MEJIA,1,105976.6235,102566.0052,Superior No Universitario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.3959022733472,-34.6043653910939,640,201072,20211500,202115,0,2,Avda. Corrientes 2037,Avda. Corrientes 2037,Inst. Leonardo Da Vinci,I Leonardo Da Vinci,5032-0055,contacto@davinci.edu.ar,C1045,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,Dir Gral de Educación de Gestión Privada,1.0,3.0,BALVANERA,1045,C1045AAC,08 - HOSP RAMOS MEJIA,1,106182.0509,102760.7313,Superior No Universitario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.3993608640547,-34.614839240591,641,201236,20211400,202114,0,2,Pichincha 467,Pichincha 467,"Inst. Terciario de Capacitación, Actualización y Perfeccionamiento Docente",I Terc de C A y P Docente,4943-2455,seduca@udam.org.ar,C1082,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,Dir Gral de Educación de Gestión Privada,3.0,3.0,BALVANERA,1082,C1082ACI,08 - HOSP RAMOS MEJIA,1,105864.0808,101599.0357,Superior No Universitario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.4271654026115,-34.6113656088554,642,200394,20249700,202497,0,1,Querandíes 4290,Querandíes 4290,UGEE N° 02 Bachillerato Popular de Adultos y Adolescentes IMPA,UGEE 02 B.Pop IMPA,4981-3730 INT 115,bchimpa@hotmail.com,C1183,http://www.buenosaires.gob.ar/areas/educacion/niveles/adultos/oferta.php?menu_id=12643,SecAdu,Nivel Secundario de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,7.0,5.0,ALMAGRO,1183,C1183AGB,03 - HOSP DURAND,1,103314.1552,101985.6277,Secundario de Jóvenes y Adultos,Unidad de Gestión Educativa Experimental,UE (Unidad de Gestión Educativa Experimental)
-58.4076234807203,-34.6002805600541,643,200094,20029401,200294,1,1,Jean Jaurés 870,Jean Jaurés 870,Jardín de Infantes Nucleado B (EPCjs 24/02°) El Jardín del Abasto,JIN B-01 (24),4863-3413,jinbde2@yahoo.com.ar,C1215,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,2.0,3.0,BALVANERA,1215,C1215ACP,08 - HOSP RAMOS MEJIA,1,105107.1661,103214.5245,Inicial Común,Jardín de Infantes Nucleado,JIN (Jardín de Infantes Nucleado)
-58.3979667524397,-34.6053104777757,644,201054,20215100,202151,0,2,Pte. José Evaristo Uriburu 353,Pte. José Evaristo Uriburu 353 1° piso,Inst. Escuela Tea Imagen,I Esc Tea Imagen,4954-0557,secretaria@teaimagen.com.ar,C1027,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,Dir Gral de Educación de Gestión Privada,1.0,3.0,BALVANERA,1027,C1027AAG,08 - HOSP RAMOS MEJIA,1,105992.6185,102656.0131,Superior No Universitario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.3943442444074,-34.601937197326,645,201070,20208900,202089,0,2,Tucumán 1901,Tucumán 1901,Inst. Terciario Privado De la Rivera,I Terc Priv De la Rivera,5199-3700,info@delarivera.edu.ar,C1138,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,Dir Gral de Educación de Gestión Privada,1.0,3.0,BALVANERA,1050,C1050AAM,08 - HOSP RAMOS MEJIA,1,106325.1442,103030.0032,Superior No Universitario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.3926995153579,-34.6026477977093,646,201005,20123300,201233,0,2,Avda. Callao 542,Avda. Callao 542,Colegio del Salvador,Col del Salvador,5237-2500,colegiodelsalvador.esc.edu.ar,C1022,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",Dir Gral de Educación de Gestión Privada,1.0,3.0,BALVANERA,1022,C1022AAS,08 - HOSP RAMOS MEJIA,1,106475.9573,102951.0705,"Inicial, Primario y Secundario Común",Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.3781251325368,-34.5996156805401,647,201034,20109600,201096,0,2,Esmeralda 759,Esmeralda 759,CONSUDEC,CONSUDEC,4326-3838 INT 1,secprof@profesoradoconsudec.edu.ar,C1007,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,Dir Gral de Educación de Gestión Privada,1.0,1.0,SAN NICOLAS,1007,C1007ABG,02 - HOSP ARGERICH,1,107813.1077,103286.4092,Superior No Universitario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.392988656115,-34.6069621342769,648,201081,20005800,200058,0,2,Tte. Gral. Juan Domingo Perón 1862,Tte. Gral. Juan Domingo Perón 1862,Colegio Secundario Santo Tomás de Aquino,Sto Tomás de Aquino,4371-2238,colegio@uca.edu.ar,C1040,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SecCom,Nivel Secundario Común,Dir Gral de Educación de Gestión Privada,1.0,3.0,BALVANERA,1040,C1040AAB,08 - HOSP RAMOS MEJIA,1,106449.1045,102472.485,Secundario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.3977938121128,-34.5926636621919,649,201045,20057200,200572,0,2,Juncal 2131,Juncal 2131,Inst. Padre Luis M. Etcheverry Boneo,I Padre L M Etcheverry Boneo,4822-3687/83/09,etcheverryboneo@gmail.com,C1125,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",Dir Gral de Educación de Gestión Privada,1.0,2.0,RECOLETA,1125,C1125ABA,04 - HOSP FERNANDEZ,1,106009.3838,104058.9553,"Inicial, Primario y Secundario Común",Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.4199765146568,-34.6021561899171,650,202026,20204400,202044,0,2,Humahuaca 3944,Humahuaca 3944,Escuela Infantil Tiempo de Ser Feliz,EI Tiempo de Ser Feliz,4821-4699,jardinserfeliz@hotmail.com,C1192,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom,Nivel Inicial Común,Dir Gral de Educación de Gestión Privada,2.0,5.0,ALMAGRO,1192,C1192ACB,03 - HOSP DURAND,1,103973.9359,103007.0039,Inicial Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.3979667524397,-34.6053104777757,651,201054,20299200,202415,0,2,Pte. José Evaristo Uriburu 353,Pte. José Evaristo Uriburu 353 1° piso,Inst. Art Tea,I Art Tea,4952-8298,secretaria@tea-arte.com.ar,C1027,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,Dir Gral de Educación de Gestión Privada,1.0,3.0,BALVANERA,1027,C1027AAG,08 - HOSP RAMOS MEJIA,1,105992.6185,102656.0131,Superior No Universitario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.4181507383041,-34.5892420560462,652,201165,20091200,200912,0,2,Paraguay 3925,Paraguay 3925,Colegio Guadalupe,Col Guadalupe,4824-5641/6093,secretria_secundaria@guadalupe.com.ar,C1425,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",Dir Gral de Educación de Gestión Privada,2.0,14.0,PALERMO,1425,C1425BSC,04 - HOSP FERNANDEZ,1,104142.0428,104439.5374,"Inicial, Primario y Secundario Común",Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.4117213065793,-34.5906964964482,653,201120,20147200,201472,0,2,Avda. Cnel. Díaz 1774,Avda. Cnel. Díaz 1774,Inst. González Pecotche,I Gonzalez Pecotche,4822-1238/4824-4383,secundaria@colegiologosofico.edu.ar,C1425,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",Dir Gral de Educación de Gestión Privada,2.0,14.0,PALERMO,1425,C1425DQQ,04 - HOSP FERNANDEZ,1,104731.8102,104277.9127,"Inicial, Primario y Secundario Común",Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.3889715719732,-34.6354430247522,654,202353,20249300,202493,0,2,Dr. Enrique Finochietto 1802,Dr. Enrique Finochietto 1802,Bachillerato Popular de Adultos y Adolescentes Escuela Libre de Constitución,B.Pop E Libre Constitución,S/D,educacionlibertaria@yahoo.com.ar,C1075,http://www.buenosaires.gob.ar/areas/educacion/niveles/adultos/oferta.php?menu_id=12643,SecAdu,Nivel Secundario de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,5.0,4.0,BARRACAS,1275,C1275AAN,05 - HOSP PENNA,1,106815.2517,99312.7335,Secundario de Jóvenes y Adultos,Bachillerato Popular de Jóvenes y Adultos,BP (Bachillerato Popular de Jóvenes y Adultos)
-58.4185191623442,-34.5995852807299,655,201159,20122100,201221,0,2,Lavalle 3761,Lavalle 3761,Inst. William C. Morris,I William C Morris,4862-1419,institutomorris@ciudad.com.ar,C1190,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",Dir Gral de Educación de Gestión Privada,2.0,5.0,ALMAGRO,1190,C1190AAU,03 - HOSP DURAND,1,104107.7405,103292.1457,"Inicial, Primario y Secundario Común",Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.4088169141781,-34.5931010351946,656,201131,20150700,201507,0,2,Charcas 3034,Charcas 3034,Inst. Vocacional Argentino,I Vocacional Argentino,4821-5268,secretaria@institutovocacional.org.ar,C1425,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SecCom - SecAdu,Nivel Secundario Común - Nivel Secundario de Jóvenes y Adultos,Dir Gral de Educación de Gestión Privada,2.0,2.0,RECOLETA,1425,C1425BML,04 - HOSP FERNANDEZ,1,104998.1179,104011.0313,Secundario Común - Secundario de Jóvenes y Adultos,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.4164832649384,-34.6027741546357,657,201162,20122500,201225,0,2,Mario Bravo 563,Mario Bravo 563,Inst. Inmaculada Concepción,I Inmaculada Concepción,6385-6486,rectora@cicbue.com,C1175,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom - SNUCom,"Nivel Inicial, Primario, Secundario y Superior No Universitario Común",Dir Gral de Educación de Gestión Privada,2.0,5.0,ALMAGRO,1175,C1175ABI,08 - HOSP RAMOS MEJIA,1,104294.3326,102938.3098,"Inicial, Primario, Secundario y Superior No Universitario Común",Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
